DNR Peat Inventory ID #,D_Sample #,D_Sampnum,D_Sampnsub,D_Top Depth (cm),D_Bottom Depth (cm),D_Bulk Density (g/cc),D_Moisture Content (%),D_PH H2O,D_PH CaCl2,D_Ash Content (%),D_Uniq_id,D_Depthnum
LOTW-3116024-A800+800,4052,4052,,30.0,48.0,,,4.2,3.4,8.2,2297,1
LOTW-3116025-202,2361,2361,,35.0,50.0,0.1,89.7,4.2,3.4,5.0,2298,1
LOTW-3116025-202,2362,2362,,85.0,100.0,0.08,91.8,5.6,4.8,5.9,2299,2
LOTW-3116025-202,2363,2363,,135.0,150.0,0.13,86.4,6.0,5.2,7.5,2300,3
LOTW-3116025-202,2364,2364,,185.0,200.0,0.09,90.8,6.2,5.6,7.7,2301,4
LOTW-3116025-202,2365,2365,,215.0,230.0,0.17,82.2,5.5,5.4,22.5,2302,5
LOTW-3116025-205,2356,2356,,35.0,50.0,0.09,90.5,5.3,4.8,7.7,2303,1
LOTW-3116025-205,2357,2357,,85.0,100.0,0.13,87.6,5.6,5.3,9.0,2304,2
LOTW-3116025-205,2358,2358,,135.0,150.0,0.11,89.0,5.7,5.4,9.2,2305,3
LOTW-3116025-205,2359,2359,,185.0,200.0,0.14,86.9,6.0,5.6,13.2,2306,4
LOTW-3116025-A2400+1200,4079,4079,,25.0,50.0,0.07,89.6,4.8,4.0,8.7,2307,1
LOTW-3116025-A2400+1200,4080,4080,,45.0,60.0,0.1,90.1,,,5.9,2308,2
LOTW-3116025-A2400+1200,4081,4081,,105.0,130.0,0.13,87.7,6.2,5.3,7.8,2309,3
LOTW-3116025-A2400+800,4077,4077,,40.0,65.0,,,4.2,3.4,,2310,1
LOTW-3116025-A2400+800,4078,4078,,105.0,130.0,0.08,90.5,5.5,4.7,5.1,2311,2
LOTW-3116026-206,2342,2342,,35.0,50.0,0.09,91.3,3.5,3.0,6.3,2312,1
LOTW-3116026-206,2343,2343,,85.0,100.0,0.09,90.8,3.7,3.2,4.2,2313,2
LOTW-3116026-206,2344,2344,,135.0,150.0,0.1,89.3,4.2,3.9,5.9,2314,3
LOTW-3116026-206,2345,2345,,185.0,200.0,0.12,87.8,5.0,4.8,7.7,2315,4
LOTW-3116026-206,2346,2346,,210.0,225.0,0.2,81.7,5.4,5.2,19.6,2316,5
LOTW-3116026-208,2338,2338,,35.0,50.0,,95.3,3.7,3.2,5.9,2317,1
LOTW-3116026-208,2339,2339,,85.0,100.0,0.08,89.5,3.8,3.4,5.6,2318,2
LOTW-3116026-208,2340,2340,,135.0,150.0,0.11,89.5,4.8,4.5,7.2,2319,3
LOTW-3116035-213,2348,2348,,35.0,50.0,0.07,90.1,5.8,5.0,9.5,2320,1
LOTW-3116035-213,2349,2349,,85.0,100.0,0.12,88.5,6.0,5.2,7.0,2321,2
LOTW-3116035-213,2350,2350,,135.0,150.0,0.09,87.2,6.1,5.4,5.5,2322,3
LOTW-3116035-213,2351,2351,,175.0,190.0,0.18,83.7,5.8,5.4,9.7,2323,4
LOTW-3116036-219,2353,2353,,35.0,50.0,0.06,91.7,5.6,4.8,7.2,2324,1
LOTW-3116036-219,2354,2354,,85.0,100.0,0.1,89.1,5.9,5.2,7.3,2325,2
LOTW-3215704-302,3457,3457,,60.0,100.0,0.13,87.4,5.8,5.3,10.6,2326,1
LOTW-3215732-358,3493,3493,,50.0,150.0,0.1,89.7,5.2,4.8,7.6,2327,1
LOTW-3315712-425,3455,3455,,75.0,95.0,,,4.8,4.1,,2328,1
LOTW-3315712-425,3456,3456,,100.0,200.0,0.09,91.5,5.5,4.9,6.7,2329,2
LOTW-3315904-462,3448,3448,,75.0,125.0,0.13,87.7,6.0,5.4,12.3,2330,1
LOTW-3415706-450,3454,3454,,100.0,150.0,0.2,81.8,5.7,5.2,12.2,2331,1
LOTW-3415918-508,3446,3446,,35.0,50.0,,,4.0,3.1,,2332,1
LOTW-3415918-508,3447,3447,,100.0,150.0,0.16,84.5,5.5,4.6,12.8,2333,2
LOTW-3416018-468,3442,3442,,50.0,90.0,0.1,89.5,6.1,5.5,7.7,2334,1
LOTW-3416018-468,3443,3443,,100.0,140.0,0.11,89.3,6.6,5.8,9.3,2335,2
LOTW-3416030-514,3444,3444,,60.0,90.0,0.17,82.8,6.3,5.7,13.3,2336,1
LOTW-3416203-465,3439,3439,,60.0,90.0,0.18,79.7,5.9,5.5,13.0,2337,1
LOTW-3515725-447,3453,3453,,0.0,100.0,0.15,86.0,5.9,5.4,7.7,2338,1
LOTW-3515809-481,3445,3445,,75.0,125.0,0.11,89.1,6.4,5.7,9.8,2339,1
LOTW-3516005-474,3440,3440,,50.0,150.0,0.12,89.1,6.5,5.7,10.0,2340,1
LOTW-3516005-474,3441,3441,,150.0,250.0,0.13,88.1,6.1,5.6,8.9,2341,2
PINE-1704530-A+2100+300,4905,4905,,10.0,25.0,0.1,86.0,,,10.3,2342,1
PINE-1704530-A+2100+300,4906,4906,,25.0,40.0,0.12,87.5,,,8.2,2343,2
PINE-1704530-A+2100+300,4907,4907,,55.0,70.0,0.17,82.5,,,17.8,2344,3
PINE-1704530-A+2100+300,4908,4908,,70.0,85.0,0.18,82.8,,,19.6,2345,4
PINE-1704530-A+2100+300,4909,4909,,103.0,118.0,0.12,87.3,,,15.0,2346,5
PINE-1704530-A+2100+300,4910,4910,,118.0,133.0,0.12,87.9,,,23.2,2347,6
PINE-1704530-A+2100+300,4911,4911,,133.0,148.0,0.11,88.9,,,20.2,2348,7
PINE-1704530-A+2100+300,4912,4912,,0.0,20.0,,,4.4,3.8,,2349,8
PINE-1704530-A+2100+300,4913,4913,,20.0,50.0,,,5.0,4.5,,2350,9
PINE-1704530-A+2100+300,4914,4914,,70.0,100.0,,,5.2,4.9,,2351,10
PINE-1704530-A+2100+300,4915,4915,,120.0,150.0,,,4.5,4.2,,2352,11
PINE-1704530-A+2100+300,4916,4916,,170.0,200.0,,,5.5,5.0,,2353,12
PINE-1804535-15,4883,4883,,15.0,30.0,0.13,86.8,,,7.1,2354,1
PINE-1804535-15,4884,4884,,30.0,40.0,,,3.9,3.1,,2355,2
PINE-1804535-15,4885,4885,,52.0,67.0,0.1,89.1,,,5.8,2356,3
PINE-1804535-15,4886,4886,,80.0,95.0,0.11,88.8,,,,2357,4
PINE-1804535-15,4887,4887,,105.0,120.0,0.13,87.9,,,7.8,2358,5
PINE-1804535-15,4888,4888,,130.0,145.0,0.14,86.5,,,11.7,2359,6
PINE-1804535-15,4889,4889,,160.0,175.0,0.15,85.9,,,10.4,2360,7
PINE-1804536-12,4833,4833,,25.0,40.0,,,4.0,3.1,,2361,1
PINE-1804536-12,4834,4834,,30.0,45.0,0.07,91.1,,,6.6,2362,2
PINE-1804536-12,4836,4836,,80.0,95.0,0.07,92.9,,,4.1,2363,3
PINE-1804536-12,4837,4837,,110.0,125.0,0.08,92.0,,,4.4,2364,4
PINE-1804536-12,4838,4838,,130.0,145.0,0.09,90.4,,,4.5,2365,5
PINE-1804536-12,4875,4875,,160.0,175.0,0.09,90.4,,,10.4,2366,6
PINE-1804536-13,4839,4839,,0.0,15.0,,,4.1,2.9,,2367,1
PINE-1804536-13,4840,4840,,20.0,35.0,0.08,91.6,,,6.5,2368,2
PINE-1804536-13,4841,4841,,55.0,70.0,0.09,91.5,,,2.8,2369,3
PINE-1804536-13,4842,4842,,80.0,95.0,0.12,88.7,,,9.0,2370,4
PINE-1804536-13,4843,4843,,110.0,125.0,0.12,91.1,,,4.9,2371,5
PINE-1804536-13,4844,4844,,130.0,145.0,0.07,93.2,,,6.1,2372,6
PINE-1804536-13,4845,4845,,150.0,160.0,,,4.2,3.2,,2373,7
PINE-1804536-13,4846,4846,,160.0,175.0,0.13,88.3,,,2.6,2374,8
PINE-1804536-14,4847,4847,,15.0,30.0,0.06,93.0,,,5.5,2375,1
PINE-1804536-14,4849,4849,,60.0,75.0,0.09,91.2,,,4.7,2376,2
PINE-1804536-14,4850,4850,,80.0,95.0,0.07,92.5,,,3.0,2377,3
PINE-1804536-14,4851,4851,,115.0,130.0,0.09,87.0,,,5.6,2378,4
PINE-1804536-14,4852,4852,,170.0,185.0,0.15,86.0,,,8.0,2379,5
PINE-1804536-17,4890,4890,,10.0,25.0,0.09,90.0,,,6.4,2380,1
PINE-1804536-17,4891,4891,,20.0,30.0,,,3.8,3.1,,2381,2
PINE-1804536-17,4892,4892,,30.0,45.0,0.1,90.0,,,8.3,2382,3
PINE-1804536-17,4893,4893,,60.0,75.0,0.07,91.8,,,3.7,2383,4
PINE-1804536-17,4894,4894,,85.0,100.0,0.12,88.5,,,4.1,2384,5
PINE-1804536-17,4895,4895,,110.0,125.0,0.11,89.6,,,5.1,2385,6
PINE-1804536-17,4896,4896,,130.0,145.0,0.11,89.1,,,7.1,2386,7
PINE-1804536-17,4897,4897,,160.0,175.0,0.14,86.8,,,7.5,2387,8
PINE-1804536-19,4898,4898,,10.0,25.0,,,4.5,3.5,,2388,1
PINE-1804536-19,4899,4899,,25.0,40.0,0.08,90.8,,,8.3,2389,2
PINE-1804536-19,4900,4900,,60.0,75.0,0.09,90.0,,,7.1,2390,3
PINE-1804536-19,4901,4901,,80.0,95.0,0.12,88.9,,,7.8,2391,4
PINE-1804536-19,4902,4902,,105.0,120.0,0.12,87.7,,,13.5,2392,5
PINE-1804536-19,4903,4903,,130.0,145.0,0.12,89.6,,,9.8,2393,6
PINE-1804536-19,4904,4904,,160.0,175.0,0.15,86.5,,,8.7,2394,7
PINE-1804536-A+1500+-0,4929,4929,,0.0,20.0,,,4.3,3.2,,2395,1
PINE-1804536-A+1500+-0,4930,4930,,20.0,50.0,,,5.3,3.5,,2396,2
PINE-1804536-A+1500+-0,4931,4931,,70.0,100.0,,,5.6,4.0,,2397,3
PINE-1804536-A+1500+-0,4932,4932,,120.0,150.0,,,5.6,4.2,,2398,4
PINE-1804536-A+1500+-0,4933,4933,,170.0,200.0,,,5.7,4.5,,2399,5
PINE-1804536-A+1500+-0,4934,4934,,10.0,25.0,0.09,88.0,,,8.5,2400,6
PINE-1804536-A+1500+-0,4935,4935,,30.0,45.0,0.1,88.0,,,7.6,2401,7
PINE-1804536-A+1500+-0,4936,4936,,53.0,68.0,0.12,87.1,,,6.1,2402,8
PINE-1804536-A+1500+-0,4937,4937,,68.0,83.0,0.15,85.7,,,8.6,2403,9
PINE-1804536-A+1500+-0,4938,4938,,83.0,98.0,0.15,85.7,,,11.1,2404,10
PINE-1804536-A+1500+-0,4939,4939,,105.0,120.0,0.16,84.5,,,14.8,2405,11
PINE-1804536-A+1500+-0,4940,4940,,130.0,145.0,0.16,84.7,,,17.0,2406,12
PINE-1804536-A+300+100,4917,4917,,0.0,20.0,,,4.0,3.2,,2407,1
PINE-1804536-A+300+100,4918,4918,,20.0,50.0,,,3.8,3.2,,2408,2
PINE-1804536-A+300+100,4919,4919,,70.0,100.0,,,4.0,3.1,,2409,3
PINE-1804536-A+300+100,4920,4920,,120.0,150.0,,,4.0,3.3,,2410,4
PINE-1804536-A+300+100,4921,4921,,170.0,200.0,,,4.3,3.2,,2411,5
PINE-1804536-A+300+100,4922,4922,,12.0,27.0,0.09,88.0,,,7.9,2412,6
PINE-1804536-A+300+100,4923,4923,,27.0,42.0,0.08,90.6,,,8.7,2413,7
PINE-1804536-A+300+100,4924,4924,,53.0,68.0,0.07,89.6,,,4.8,2414,8
PINE-1804536-A+300+100,4925,4925,,75.0,90.0,0.1,89.2,,,5.1,2415,9
PINE-1804536-A+300+100,4926,4926,,103.0,118.0,0.14,86.9,,,7.5,2416,10
PINE-1804536-A+300+100,4927,4927,,118.0,133.0,0.16,85.9,,,7.6,2417,11
PINE-1804536-A+300+100,4928,4928,,133.0,148.0,0.14,86.9,,,7.3,2418,12
PINE-1804536-A+900+-0,4941,4941,,0.0,20.0,,,4.2,3.2,,2419,1
PINE-1804536-A+900+-0,4942,4942,,20.0,50.0,,,4.2,3.1,,2420,2
PINE-1804536-A+900+-0,4943,4943,,70.0,100.0,,,4.1,3.1,,2421,3
PINE-1804536-A+900+-0,4944,4944,,120.0,150.0,,,4.3,3.2,,2422,4
PINE-1804536-A+900+-0,4945,4945,,170.0,200.0,,,4.5,3.4,,2423,5
PINE-1804536-A+900+-0,4946,4946,,10.0,25.0,0.05,91.7,,,5.8,2424,6
PINE-1804536-A+900+-0,4947,4947,,25.0,40.0,0.09,89.6,,,6.3,2425,7
PINE-1804536-A+900+-0,4948,4948,,53.0,68.0,0.08,90.1,,,4.5,2426,8
PINE-1804536-A+900+-0,4949,4949,,68.0,83.0,0.11,89.6,,,5.9,2427,9
PINE-1804536-A+900+-0,4950,4950,,83.0,98.0,0.13,87.3,,,5.3,2428,10
PINE-1804536-A+900+-0,4951,4951,,105.0,120.0,0.12,87.3,,,7.0,2429,11
PINE-1804536-A+900+-0,4952,4952,,125.0,140.0,0.15,86.2,,,7.1,2430,12
PINE-2003922-10,4831,4831,,25.0,50.0,,87.9,,,18.6,2431,1
PINE-2003922-10,4832,4832,,110.0,130.0,,85.0,,,20.6,2432,2
PINE-2004016-5,4828,4828,,0.0,50.0,,85.7,,,17.3,2433,1
PINE-2004016-5,4829,4829,,70.0,100.0,,92.2,,,8.4,2434,2
PINE-2004016-5,4830,4830,,100.0,150.0,,92.2,,,10.7,2435,3
ROSE-3916314-22,2652,2652,,35.0,50.0,0.1,90.0,6.4,5.6,6.1,2436,1
ROSE-3916314-22,2653,2653,,85.0,100.0,0.11,89.7,6.4,5.7,6.0,2437,2
ROSE-3916314-22,2654,2654,,135.0,150.0,0.1,89.4,6.2,5.9,7.6,2438,3
ROSE-3916314-22,2655,2655,,185.0,200.0,0.14,87.1,5.9,5.6,11.8,2439,4
ROSE-3916314-25,2206,2206,,35.0,50.0,0.06,93.2,6.8,6.4,7.3,2440,1
ROSE-3916314-25,2207,2207,,85.0,100.0,0.06,93.4,6.9,6.3,6.7,2441,2
ROSE-3916314-25,2208,2208,,135.0,150.0,0.08,92.0,7.1,6.5,6.3,2442,3
ROSE-3916314-25,2209,2209,,185.0,200.0,0.06,93.1,6.9,6.5,7.3,2443,4
ROSE-3916314-25,2210,2210,,228.0,243.0,0.12,88.1,5.9,5.7,16.2,2444,5
ROSE-3916315-21,2647,2647,,35.0,50.0,0.08,91.7,6.4,6.4,6.0,2445,1
ROSE-3916315-21,2648,2648,,85.0,100.0,0.09,90.2,5.6,5.4,5.7,2446,2
ROSE-3916315-21,2649,2649,,135.0,150.0,0.11,89.9,5.9,5.7,7.0,2447,3
ROSE-3916315-21,2650,2650,,185.0,200.0,0.12,88.1,5.7,5.6,8.5,2448,4
ROSE-3916315-21,2651,2651,,235.0,250.0,0.19,83.5,5.0,5.0,34.0,2449,5
ROSE-3916316-20,2641,2641,,35.0,50.0,0.1,89.7,6.0,5.7,6.4,2450,1
ROSE-3916316-20,2642,2642,,85.0,100.0,0.09,90.9,6.2,5.9,6.1,2451,2
ROSE-3916316-20,2643,2643,,135.0,150.0,0.1,89.9,6.2,5.9,7.9,2452,3
ROSE-3916316-20,2644,2644,,185.0,200.0,0.13,87.7,5.8,5.7,9.2,2453,4
ROSE-3916316-20,2645,2645,,225.0,240.0,0.17,84.4,5.1,5.6,21.9,2454,5
ROSE-3916316-26,2657,2657,,35.0,50.0,0.09,90.6,6.1,5.6,9.5,2455,1
ROSE-3916316-26,2658,2658,,85.0,100.0,0.08,91.4,6.2,5.8,6.0,2456,2
ROSE-3916316-26,2659,2659,,135.0,150.0,0.12,90.6,6.1,5.8,5.4,2457,3
ROSE-3916316-26,2660,2660,,185.0,200.0,0.13,89.1,5.9,5.7,8.7,2458,4
ROSE-3916316-26,2661,2661,,235.0,250.0,0.14,86.9,5.7,5.4,19.6,2459,5
ROSE-3916317-18,2201,2201,,35.0,50.0,0.11,89.8,6.6,6.0,9.5,2460,1
ROSE-3916317-18,2202,2202,,85.0,100.0,0.14,87.0,6.7,6.1,7.5,2461,2
ROSE-3916317-18,2203,2203,,135.0,150.0,0.16,85.7,6.4,6.1,9.2,2462,3
ROSE-3916317-18,2204,2204,,160.0,175.0,0.19,81.5,6.5,6.1,29.5,2463,4
STLO-1505832-637,4007,4007,,65.0,71.0,,,4.2,3.6,,2464,1
STLO-1505832-637,4008,4008,,72.0,87.0,0.15,86.6,,,5.0,2465,2
STLO-1505832-637,4009,4009,,87.0,107.0,0.14,87.1,5.0,4.4,5.4,2466,3
STLO-1505832-637,4010,4010,,140.0,155.0,0.16,85.5,,,8.1,2467,4
STLO-1505832-637,4011,4011,,160.0,182.0,0.16,85.2,6.0,5.1,9.5,2468,5
STLO-1505832-641,4016,4016,,30.0,35.0,,,3.9,3.1,,2469,1
STLO-1505832-641,4017,4017,,35.0,50.0,0.11,88.3,,,6.3,2470,2
STLO-1505832-641,4018,4018,,55.0,65.0,,,3.9,3.3,,2471,3
STLO-1505832-641,4019,4019,,65.0,80.0,0.13,87.2,,,4.6,2472,4
STLO-1505832-641,4020,4020,,80.0,85.0,,,4.3,3.6,,2473,5
STLO-1505832-641,4021,4021,,85.0,100.0,0.12,88.2,,,6.8,2474,6
STLO-1505832-641,4022,4022,,110.0,125.0,0.18,84.2,,,10.8,2475,7
STLO-1505832-641,4023,4023,,135.0,150.0,0.15,85.9,,,8.8,2476,8
STLO-1505832-641,4024,4024,,160.0,175.0,0.17,84.0,,,10.4,2477,9
STLO-1505832-641,4025,4025,,185.0,200.0,0.18,83.4,,,13.5,2478,10
STLO-1606220-74,3556,3556,,40.0,55.0,,93.7,,,5.5,2479,1
STLO-1606220-74,3557,3557,,130.0,145.0,0.06,93.5,4.5,3.4,3.8,2480,2
STLO-1606220-74,3558,3558,,340.0,355.0,0.11,89.7,5.0,4.3,8.7,2481,3
STLO-1705015-1,1333,1333,,35.0,50.0,0.14,86.5,6.4,6.0,14.6,2482,1
STLO-1705015-1,1334,1334,,85.0,100.0,0.23,79.8,5.7,5.6,23.8,2483,2
STLO-1705101-11,1312,1312,,35.0,50.0,0.2,79.1,5.3,4.9,19.0,2484,1
STLO-1705101-11,1313,1313,,75.0,90.0,0.26,74.3,5.5,5.0,36.2,2485,2
STLO-1705124-13,1306,1306,,35.0,50.0,0.11,86.6,5.5,4.7,9.6,2486,1
STLO-1705124-13,1307,1307,,85.0,100.0,0.1,90.4,5.8,5.0,13.3,2487,2
STLO-1705124-13,1308,1308,,135.0,150.0,0.13,88.7,5.7,5.0,9.3,2488,3
STLO-1705124-13,1309,1309,,185.0,200.0,0.17,84.0,5.8,5.1,12.6,2489,4
STLO-1705124-13,1310,1310,,250.0,260.0,,,5.7,5.0,15.1,2490,5
STLO-1705124-15,1303,1303,,35.0,50.0,0.15,85.6,5.0,4.5,12.1,2491,1
STLO-1705124-15,1304,1304,,85.0,100.0,0.15,86.7,5.3,4.5,5.5,2492,2
STLO-1705211-79,1317,1317,,35.0,50.0,0.25,74.9,6.2,5.6,23.5,2493,1
STLO-1705211-79,1318,1318,,85.0,100.0,0.23,78.9,6.0,5.7,22.6,2494,2
STLO-1705226-83,1315,1315,,35.0,50.0,0.2,80.1,6.3,6.0,19.8,2495,1
STLO-1705226-83,1316,1316,,85.0,100.0,0.22,80.8,4.9,4.8,25.8,2496,2
STLO-1705319-152,1254,1254,,5.0,20.0,,,5.0,4.9,32.8,2497,1
STLO-1705321-153,1320,1320,,35.0,50.0,0.17,82.9,5.4,4.7,12.7,2498,1
STLO-1705321-153,1321,1321,,85.0,100.0,0.18,84.6,5.8,5.0,9.8,2499,2
STLO-1705435-195,1323,1323,,35.0,50.0,0.09,89.5,4.1,2.9,6.7,2500,1
STLO-1705435-195,1324,1324,,85.0,100.0,0.15,86.2,4.1,3.0,6.0,2501,2
STLO-1705435-195,1325,1325,,135.0,150.0,0.19,82.9,4.3,3.4,8.6,2502,3
STLO-1705435-195,1326,1326,,155.0,170.0,0.18,81.8,4.4,3.5,15.0,2503,4
STLO-1705517-370,3644,3644,,122.0,137.0,0.07,,5.0,4.3,6.6,2504,1
STLO-1705517-370,3645,3645,,152.0,167.0,0.07,,5.1,4.3,6.1,2505,2
STLO-1705518-364,3624,3624,,91.0,106.0,0.07,90.9,5.3,4.4,5.6,2506,1
STLO-1705518-364,3625,3625,,122.0,137.0,0.06,92.9,5.5,4.5,5.8,2507,2
STLO-1705518-364,3626,3626,,152.0,167.0,0.07,92.9,5.6,4.6,7.5,2508,3
STLO-1705518-364,3627,3627,,183.0,198.0,0.05,94.4,5.6,4.6,5.8,2509,4
STLO-1705519-390,3659,3659,,90.0,105.0,0.08,91.5,5.6,4.7,6.6,2510,1
STLO-1705519-390,3660,3660,,190.0,205.0,0.05,93.7,5.7,4.9,6.7,2511,2
STLO-1705519-391,3661,3661,,80.0,95.0,0.08,91.2,5.9,5.1,6.0,2512,1
STLO-1705519-391,3662,3662,,155.0,170.0,0.08,91.6,6.0,5.2,8.0,2513,2
STLO-1705519-392,3663,3663,,130.0,145.0,0.05,92.6,5.3,4.5,6.4,2514,1
STLO-1705519-392,3664,3664,,195.0,210.0,0.06,93.0,5.4,4.7,6.0,2515,2
STLO-1705520-371,3646,3646,,61.0,91.0,0.1,89.2,5.4,4.5,6.6,2516,1
STLO-1705520-371,3647,3647,,91.0,122.0,0.09,90.4,5.5,4.7,6.1,2517,2
STLO-1705528-372,3648,3648,,30.0,61.0,0.06,89.7,5.2,4.4,7.8,2518,1
STLO-1705528-372,3649,3649,,61.0,91.0,0.05,94.2,5.1,4.4,8.2,2519,2
STLO-1705530-389,3656,3656,,95.0,110.0,0.07,92.9,5.3,4.7,5.4,2520,1
STLO-1705530-389,3657,3657,,130.0,145.0,0.07,92.5,5.5,4.7,5.9,2521,2
STLO-1705530-389,3658,3658,,160.0,175.0,0.07,92.6,5.7,4.9,6.2,2522,3
STLO-1705531-369,3640,3640,,30.0,61.0,0.09,88.5,5.3,4.5,5.2,2523,1
STLO-1705531-369,3641,3641,,61.0,91.0,0.08,90.3,5.4,4.6,6.8,2524,2
STLO-1705531-369,3642,3642,,122.0,152.0,0.12,88.2,4.5,4.7,10.2,2525,3
STLO-1705531-369,3643,3643,,152.0,183.0,0.15,86.4,5.6,4.8,10.1,2526,4
STLO-1705531-395,3671,3671,,80.0,95.0,0.1,90.2,5.7,5.0,7.3,2527,1
STLO-1705531-395,3672,3672,,135.0,150.0,0.09,91.0,5.8,5.0,7.5,2528,2
STLO-1705531-395,3673,3673,,210.0,225.0,0.1,90.5,6.1,5.3,8.9,2529,3
STLO-1705629-468,3816,3816,,35.0,50.0,0.04,93.2,4.2,3.2,4.7,2530,1
STLO-1705629-468,3817,3817,,75.0,90.0,0.06,92.2,4.2,3.1,3.7,2531,2
STLO-1705629-468,3818,3818,,120.0,135.0,0.08,92.0,,3.5,3.5,2532,3
STLO-1705629-468,3819,3819,,140.0,155.0,0.11,89.2,,3.6,5.1,2533,4
STLO-1705629-468,3820,3820,,165.0,180.0,0.11,90.1,4.5,3.6,7.0,2534,5
STLO-1705629-468,3821,3821,,190.0,205.0,0.14,86.3,4.6,3.7,11.0,2535,6
STLO-1705630-466,3795,3795,,45.0,55.0,,,4.0,3.1,,2536,1
STLO-1705630-466,3796,3796,,60.0,75.0,0.07,89.2,4.0,3.1,5.3,2537,2
STLO-1705630-466,3797,3797,,90.0,105.0,0.08,89.3,3.9,3.1,3.1,2538,3
STLO-1705630-466,3798,3798,,112.0,127.0,0.13,86.6,3.9,3.1,4.1,2539,4
STLO-1705630-466,3799,3799,,150.0,175.0,0.17,85.1,4.1,3.4,8.7,2540,5
STLO-1705630-466,3800,3800,,180.0,195.0,0.17,85.3,4.4,3.6,15.6,2541,6
STLO-1705630-467,3801,3801,,30.0,45.0,,,4.0,3.1,,2542,1
STLO-1705630-467,3802,3802,,70.0,85.0,0.04,94.8,4.2,3.2,3.0,2543,2
STLO-1705630-467,3803,3803,,95.0,110.0,0.09,90.3,4.1,3.1,4.1,2544,3
STLO-1705630-467,3804,3804,,120.0,135.0,0.05,93.9,4.2,3.2,2.2,2545,4
STLO-1705630-467,3805,3805,,145.0,160.0,0.09,90.0,4.2,3.3,4.0,2546,5
STLO-1705630-467,3806,3806,,175.0,190.0,0.1,90.1,4.3,3.4,5.0,2547,6
STLO-1705630-467,3807,3807,,200.0,215.0,0.08,90.6,4.5,3.5,3.4,2548,7
STLO-1705630-467,3808,3808,,235.0,250.0,0.13,87.9,4.5,3.6,9.4,2549,8
STLO-1705630-467,3809,3809,,250.0,265.0,0.13,88.1,4.6,3.8,7.6,2550,9
STLO-1705630-467,3810,3810,,315.0,330.0,0.12,88.8,4.8,4.0,7.5,2551,10
STLO-1705630-467,3811,3811,,340.0,355.0,0.14,87.1,4.9,4.2,13.9,2552,11
STLO-1705630-467,3812,3812,,370.0,385.0,0.17,84.7,5.1,4.3,15.8,2553,12
STLO-1705630-467,3813,3813,,390.0,405.0,0.15,86.3,5.1,4.4,8.5,2554,13
STLO-1705630-467,3814,3814,,430.0,445.0,0.13,88.0,5.2,4.5,11.4,2555,14
STLO-1705630-467,3815,3815,,445.0,460.0,0.14,87.2,,4.6,16.7,2556,15
STLO-1706236-77,3553,3553,,120.0,135.0,0.06,93.6,4.3,3.4,3.7,2557,1
STLO-1706236-77,3554,3554,,240.0,255.0,0.1,90.6,5.0,4.2,6.0,2558,2
STLO-1706236-77,3555,3555,,435.0,450.0,0.12,89.5,5.3,4.6,7.7,2559,3
STLO-1805001-3,1328,1328,,35.0,50.0,0.2,81.4,5.9,5.6,23.0,2560,1
STLO-1805001-3,1329,1329,,85.0,100.0,0.24,78.8,5.9,5.5,21.2,2561,2
STLO-1805001-3,1330,1330,,135.0,150.0,0.18,83.4,6.1,5.8,15.0,2562,3
STLO-1805001-3,1331,1331,,185.0,200.0,0.15,87.0,5.9,5.6,25.8,2563,4
STLO-1805104-B+600+1400,4780,4780,,0.0,30.0,,,,3.1,,2564,1
STLO-1805104-B+600+1400,4781,4781,,33.0,48.0,0.06,92.5,,,8.1,2565,2
STLO-1805104-B+600+1400,4782,4782,,55.0,70.0,0.06,93.4,,,4.5,2566,3
STLO-1805104-B+600+1400,4783,4783,,80.0,95.0,0.06,93.2,,,2.8,2567,4
STLO-1805104-B+600+1400,4784,4784,,110.0,125.0,0.07,93.6,,,2.8,2568,5
STLO-1805104-B+600+1400,4785,4785,,133.0,148.0,0.07,93.1,,,1.7,2569,6
STLO-1805104-B+600+1400,4786,4786,,160.0,175.0,0.09,91.4,,,3.2,2570,7
STLO-1805104-B+600+1400,4787,4787,,180.0,195.0,0.08,92.3,,3.0,2.9,2571,8
STLO-1805105-16, 795,795,,84.0,99.0,0.07,92.4,3.7,2.8,11.4,2572,1
STLO-1805105-16, 796,796,,135.0,150.0,0.08,92.0,3.9,2.9,2.8,2573,2
STLO-1805105-16, 797,797,,184.0,199.0,0.08,91.6,4.0,2.9,3.4,2574,3
STLO-1805105-16, 798,798,,235.0,250.0,0.08,91.2,4.3,3.2,3.1,2575,4
STLO-1805105-16, 799,799,,284.0,299.0,0.08,91.2,4.3,3.5,3.3,2576,5
STLO-1805105-16, 800,800,,335.0,350.0,0.13,87.3,4.5,3.8,9.0,2577,6
STLO-1805105-16, 801,801,,384.0,399.0,0.08,88.6,4.9,4.0,5.4,2578,7
STLO-1805105-16, 802,802,,435.0,450.0,0.18,83.5,5.0,4.4,11.7,2579,8
STLO-1805105-17, 804,804,,50.0,65.0,0.09,90.1,3.9,3.1,5.4,2580,1
STLO-1805105-17, 805,805,,84.0,99.0,0.07,92.7,3.9,3.1,3.2,2581,2
STLO-1805105-17, 806,806,,135.0,150.0,0.09,91.2,3.9,3.1,1.8,2582,3
STLO-1805105-17, 807,807,,184.0,199.0,0.1,90.1,4.1,3.2,2.8,2583,4
