DNR Peat Inventory ID #,Profile Description Info,Peat Moisture Info,IRRB Report Name,Profile Described By,Desc_who,Desc_when,DNR Lab Data Available,Prox-Ulti Data Available
STLO-2005617-A-550-600,,,Riley Area,"R. Johnson and D. Riihiluoma on May 29, 1986",R. Johnson and D. Riihiluoma,"May 29, 1986",N,N
STLO-2005617-A-550-800,,,Riley Area,"S. Nelson and M. Oberhelman on May 29, 1986",S. Nelson and M. Oberhelman,"May 29, 1986",N,N
STLO-2005617-A-577-1600,,,Riley Area,"S. Nelson and R. Johnson on June 4, 1986",S. Nelson and R. Johnson,"June 4, 1986",N,N
STLO-2005617-A-580-1200,,,Riley Area,"P. Geiselman, D. Riihiluoma, and M. Oberhelman on June 2, 1986","P. Geiselman, D. Riihiluoma, and M. Oberhelman","June 2, 1986",N,N
STLO-2005617-A-580-1400,,,Riley Area,"P. Geiselman and D. Riihiluoma on June 4, 1986",P. Geiselman and D. Riihiluoma,"June 4, 1986",N,N
STLO-2005617-A-600-1000,,,Riley Area,"M. Oberhelman and P. Geiselman on May 30, 1986",M. Oberhelman and P. Geiselman,"May 30, 1986",N,N
STLO-2005617-A-600-200,,,Riley Area,"D. Riihiluoma and M. Oberhelman on May 28, 1986",D. Riihiluoma and M. Oberhelman,"May 28, 1986",N,N
STLO-2005617-A-600-400,,,Riley Area,"S. Nelson and P. Geiselman on May 28, 1986",S. Nelson and P. Geiselman,"May 28, 1986",N,N
STLO-2005617-A-600-600,,,Riley Area,"R. Johnson and D. Riihiluoma on May 29, 1986",R. Johnson and D. Riihiluoma,"May 29, 1986",N,N
STLO-2005617-A-600-800,,,Riley Area,"S. Nelson and M. Oberhelman on May 29, 1986",S. Nelson and M. Oberhelman,"May 29, 1986",N,N
STLO-2005617-A-625-1600,,,Riley Area,"S. Nelson and R. Johnson on June 4, 1986",S. Nelson and R. Johnson,"June 4, 1986",N,N
STLO-2005617-A-630-1200,,,Riley Area,"P. Geiselman, D. Riihiluoma, and M. Oberhelman on June 2, 1986","P. Geiselman, D. Riihiluoma, and M. Oberhelman","June 2, 1986",N,N
STLO-2005617-A-630-1400,,,Riley Area,"P. Geiselman and D. Riihiluoma on June 4, 1986",P. Geiselman and D. Riihiluoma,"June 4, 1986",N,N
STLO-2005617-A-650-1000,,,Riley Area,"M. Oberhelman and P. Geiselman on May 30, 1986",M. Oberhelman and P. Geiselman,"May 30, 1986",N,N
STLO-2005617-A-650-200,,,Riley Area,"D. Riihiluoma and M. Oberhelman on May 28, 1986",D. Riihiluoma and M. Oberhelman,"May 28, 1986",N,N
STLO-2005617-A-650-400,Profile not checked for limnic,,Riley Area,"S. Nelson and P. Geiselman on May 28, 1986",S. Nelson and P. Geiselman,"May 28, 1986",N,N
STLO-2005617-A-650-600,,,Riley Area,"R. Johnson and D. Riihiluoma on May 29, 1986",R. Johnson and D. Riihiluoma,"May 29, 1986",N,N
STLO-2005617-A-650-800,,,Riley Area,"S. Nelson and M. Oberhelman on May 29, 1986",S. Nelson and M. Oberhelman,"May 29, 1986",N,N
STLO-2005617-A-673-1600,,,Riley Area,"S. Nelson and R. Johnson on June 4, 1986",S. Nelson and R. Johnson,"June 4, 1986",N,N
STLO-2005617-A-675-1000,,,Riley Area,"M. Oberhelman and P. Geiselman on May 30, 1986",M. Oberhelman and P. Geiselman,"May 30, 1986",N,N
STLO-2005617-A-680-1200,,,Riley Area,"P. Geiselman, D. Riihiluoma, and M. Oberhelman on June 2, 1986","P. Geiselman, D. Riihiluoma, and M. Oberhelman","June 2, 1986",N,N
STLO-2005617-A-680-1400,,,Riley Area,"P. Geiselman and D. Riihiluoma on June 4, 1986",P. Geiselman and D. Riihiluoma,"June 4, 1986",N,N
STLO-2005617-A-700-1000,,,Riley Area,"M. Oberhelman and P. Geiselman on May 30, 1986",M. Oberhelman and P. Geiselman,"May 30, 1986",N,N
STLO-2005617-A-700-200,,,Riley Area,"D. Riihiluoma and M. Oberhelman on May 28, 1986",D. Riihiluoma and M. Oberhelman,"May 28, 1986",N,N
STLO-2005617-A-700-400,,,Riley Area,"S. Nelson and P. Geiselman on May 28, 1986",S. Nelson and P. Geiselman,"May 28, 1986",N,N
STLO-2005617-A-700-600,,,Riley Area,"R. Johnson and D. Riihiluoma on May 29, 1986",R. Johnson and D. Riihiluoma,"May 29, 1986",N,N
STLO-2005617-A-700-800,BTU and sulfur analysis performed by DNR,,Riley Area,"S. Nelson and D. Riihiluoma on May 29, 1986",S. Nelson and D. Riihiluoma,"May 29, 1986",Y,Y
STLO-2005617-A-721-1600,,,Riley Area,"S. Nelson and R. Johnson on June 4, 1986",S. Nelson and R. Johnson,"June 4, 1986",N,N
STLO-2005617-A-730-1200,,,Riley Area,"P. Geiselman, D. Riihiluoma, and M. Oberhelman on June 2, 1986","P. Geiselman, D. Riihiluoma, and M. Oberhelman","June 2, 1986",N,N
STLO-2005617-A-730-1400,,,Riley Area,"P. Geiselman and D. Riihiluoma on June 4, 1986",P. Geiselman and D. Riihiluoma,"June 4, 1986",N,N
STLO-2005617-A-750-1000,,,Riley Area,"M. Oberhelman and P. Geiselman on May 30, 1986",M. Oberhelman and P. Geiselman,"May 30, 1986",N,N
STLO-2005617-A-750-200,,,Riley Area,"D. Riihiluoma and M. Oberhelman on May 28, 1986",D. Riihiluoma and M. Oberhelman,"May 28, 1986",N,N
STLO-2005617-A-750-400,,,Riley Area,"S. Nelson and P. Geiselman on May 28, 1986",S. Nelson and P. Geiselman,"May 28, 1986",N,N
STLO-2005617-A-750-600,,,Riley Area,"R. Johnson and D. Riihiluoma on May 29, 1986",R. Johnson and D. Riihiluoma,"May 29, 1986",N,N
STLO-2005617-A-750-800,,,Riley Area,"S. Nelson and M. Oberhelman on May 29, 1986",S. Nelson and M. Oberhelman,"May 29, 1986",N,N
STLO-2005617-A-770-1600,,,Riley Area,"S. Nelson and R. Johnson on June 4, 1986",S. Nelson and R. Johnson,"June 4, 1986",N,N
STLO-2005617-A-780-1200,,,Riley Area,"P. Geiselman, D. Riihiluoma, and M. Oberhelman on June 2, 1986","P. Geiselman, D. Riihiluoma, and M. Oberhelman","June 2, 1986",N,N
STLO-2005617-A-780-1400,,,Riley Area,"P. Geiselman and D. Riihiluoma on June 4, 1986",P. Geiselman and D. Riihiluoma,"June 4, 1986",N,N
STLO-2005617-A-800-1000,,,Riley Area,"M. Oberhelman and P. Geiselman on May 30, 1986",M. Oberhelman and P. Geiselman,"May 30, 1986",N,N
STLO-2005617-A-800-200,,,Riley Area,"D. Riihiluoma and M. Oberhelman on May 28, 1986",D. Riihiluoma and M. Oberhelman,"May 28, 1986",N,N
STLO-2005617-A-800-400,,,Riley Area,"S. Nelson and P. Geiselman on May 28, 1986",S. Nelson and P. Geiselman,"May 28, 1986",N,N
STLO-2005617-A-800-600,,,Riley Area,"R. Johnson and D. Riihiluoma on May 29, 1986",R. Johnson and D. Riihiluoma,"May 29, 1986",N,N
STLO-2005617-A-800-800,,,Riley Area,"S. Nelson and M. Oberhelman on May 29, 1986",S. Nelson and M. Oberhelman,"May 29, 1986",N,N
STLO-2005617-A-818-1600,,,Riley Area,"S. Nelson and R. Johnson on June 4, 1986",S. Nelson and R. Johnson,"June 4, 1986",N,N
STLO-2005617-A-830-1200,,,Riley Area,"P. Geiselman, D. Riihiluoma, and M. Oberhelman on June 2, 1986","P. Geiselman, D. Riihiluoma, and M. Oberhelman","June 2, 1986",N,N
STLO-2005617-A-830-1400,,,Riley Area,"P. Geiselman and D. Riihiluoma on June 4, 1986",P. Geiselman and D. Riihiluoma,"June 4, 1986",N,N
STLO-2005617-A-850-1000,,,Riley Area,"M. Oberhelman and P. Geiselman on May 30, 1986",M. Oberhelman and P. Geiselman,"May 30, 1986",N,N
STLO-2005617-A-850-400,,,Riley Area,"S. Nelson and P. Geiselman on May 28, 1986",S. Nelson and P. Geiselman,"May 28, 1986",N,N
STLO-2005617-A-850-600,,,Riley Area,"R. Johnson and D. Riihiluoma on May 29, 1986",R. Johnson and D. Riihiluoma,"May 29, 1986",N,N
STLO-2005617-A-850-800,,,Riley Area,"S. Nelson and M. Oberhelman on May 29, 1986",S. Nelson and M. Oberhelman,"May 29, 1986",N,N
STLO-2005617-A-866-1600,,,Riley Area,"S. Nelson and R. Johnson on June 4, 1986",S. Nelson and R. Johnson,"June 4, 1986",N,N
STLO-2005617-A-880-1200,,,Riley Area,"P. Geiselman, D. Riihiluoma, and M. Oberhelman on June 2, 1986","P. Geiselman, D. Riihiluoma, and M. Oberhelman","June 2, 1986",N,N
STLO-2005617-A-880-1400,,,Riley Area,"P. Geiselman and D. Riihiluoma on June 4, 1986",P. Geiselman and D. Riihiluoma,"June 4, 1986",N,N
STLO-2005617-A-900-1000,,,Riley Area,"M. Oberhelman and P. Geiselman on May 30, 1986",M. Oberhelman and P. Geiselman,"May 30, 1986",N,N
STLO-2005617-A-900-400,,,Riley Area,"S. Nelson and P. Geiselman on May 28, 1986",S. Nelson and P. Geiselman,"May 28, 1986",N,N
STLO-2005617-A-900-600,,,Riley Area,"R. Johnson and D. Riihiluoma on May 29, 1986",R. Johnson and D. Riihiluoma,"May 29, 1986",N,N
STLO-2005617-A-900-800,,,Riley Area,"S. Nelson and M. Oberhelman on May 29, 1986",S. Nelson and M. Oberhelman,"May 29, 1986",N,N
STLO-2005617-A-914-1600,,,Riley Area,"S. Nelson and R. Johnson on June 4, 1986",S. Nelson and R. Johnson,"June 4, 1986",N,N
STLO-2005617-A-930-1200,,,Riley Area,"P. Geiselman, D. Riihiluoma, and M. Oberhelman on June 2, 1986","P. Geiselman, D. Riihiluoma, and M. Oberhelman","June 2, 1986",N,N
STLO-2005617-A-930-1400,,,Riley Area,"P. Geiselman and D. Riihiluoma on June 4, 1986",P. Geiselman and D. Riihiluoma,"June 4, 1986",N,N
STLO-2005617-A-950-1000,,,Riley Area,"M. Oberhelman and P. Geiselman on May 30, 1986",M. Oberhelman and P. Geiselman,"May 30, 1986",N,N
STLO-2005617-A-950-600,,,Riley Area,"R. Johnson and D. Riihiluoma on May 29, 1986",R. Johnson and D. Riihiluoma,"May 29, 1986",N,N
STLO-2005617-A-950-800,,,Riley Area,"S. Nelson and M. Oberhelman on May 29, 1986",S. Nelson and M. Oberhelman,"May 29, 1986",N,N
STLO-2005617-A-962-1600,,,Riley Area,"S. Nelson and R. Johnson on June 4, 1986",S. Nelson and R. Johnson,"June 4, 1986",N,N
STLO-2005617-A-980-1200,,,Riley Area,"P. Geiselman, D. Riihiluoma, and M. Oberhelman on June 2, 1986","P. Geiselman, D. Riihiluoma, and M. Oberhelman","June 2, 1986",N,N
STLO-2005617-A-980-1400,,,Riley Area,"P. Geiselman and D. Riihiluoma on June 4, 1986",P. Geiselman and D. Riihiluoma,"June 4, 1986",N,N
STLO-2005617-R1,0-37cm and 50-100cm the peat is dry and crumbly with a lot of unidentifiable plant fibers; 100-216cm peat is dry and crumbly-- not good sod peat; 230-275cm peat is dry and crumbly.,,Riley Area,"S. Nelson and M. Oberhelman on January 17, 1986",S. Nelson and M. Oberhelman,"January 17, 1986",Y,N
STLO-2005617-R10,,,Riley Area,"M. Oberhelman and D. Riihiluoma on January 24, 1986",M. Oberhelman and D. Riihiluoma,"January 24, 1986",N,N
STLO-2005617-R11,0-138cm dry woody peat; 138-150cm and 225-270cm dry peat.,,Riley Area,"D. Riihiluoma and M. Oberhelman on February 4, 1986",D. Riihiluoma and M. Oberhelman,"February 4, 1986",Y,N
STLO-2005617-R12,,,Riley Area,"M. Oberhelman and D. Riihiluoma on January 24, 1986",M. Oberhelman and D. Riihiluoma,"January 24, 1986",N,N
STLO-2005617-R13,Below 35cm peat is very dry and dense; 35-60cm and 100-143cm peat has a dry rub; hit log at 65cm; site is 100m east of an island.,,Riley Area,"D. Riihiluoma and M. Oberhelman on January 15, 1986",D. Riihiluoma and M. Oberhelman,"January 15, 1986",Y,N
STLO-2005617-R14,25-170cm peat is dry and quite dense with many wood fragments; hit stump at 70cm,0-25cm peat wetter than normal; 110-200cm peat dryer than normal,Riley Area,"S. Nelson and D. Riihiluoma on January 16, 1986",S. Nelson and D. Riihiluoma,"January 16, 1986",Y,N
STLO-2005617-R15,"55-150cm peat is very dry and dense; visually it looks more decomposed that what it will squeeze or rub to; peat appears to have a lot of mostly decomposed wood fragments.  150-208cm peat is very dense, but greasy.",,Riley Area,"S. Nelson and D. Riihiluoma on January 16, 1986",S. Nelson and D. Riihiluoma,"January 16, 1986",Y,N
STLO-2005617-R2,"12-35cm dry rub; 35-160cm peat very dense, dry; 185-210cm mostly wood fiber visible; 35-210cm very little peat squeezes out, but few fibers remain.",35-210cm peat dryer than normal,Riley Area,"S. Nelson and M. Oberhelman on January 17, 1986",S. Nelson and M. Oberhelman,"January 17, 1986",Y,N
STLO-2005617-R21,"70 to 220cm peat is dry and crumbly w/ many wood fragments, but little other fiber visible; peat appears more decomposed than it squeezes or rubs to.",0-25cm peat is very wet; 70-220cm peat is very dry,Riley Area,"S. Nelson and D. Riihiluoma on December 11, 1985",S. Nelson and D. Riihiluoma,"December 11, 1985",Y,Y
STLO-2005617-R3,Site on edge of cedar swamp and treed fen,,Riley Area,"S. Nelson and M. Oberhelman on January 17, 1986",S. Nelson and M. Oberhelman,"January 17, 1986",N,N
STLO-2005617-R7,,,Riley Area,"M. Oberhelman and D. Riihiluoma on January 24, 1986",M. Oberhelman and D. Riihiluoma,"January 24, 1986",N,N
STLO-2005617-R8,Hit log at 30cm; 50-90cm peat has a dry rub,,Riley Area,"D. Riihiluoma and M. Oberhelman on February 4, 1986",D. Riihiluoma and M. Oberhelman,"February 4, 1986",Y,N
STLO-2005617-R9,50 to 205cm peat is dry and crumbly,50-205cm peat is very dry,Riley Area,"M. Oberhelman and D. Riihiluoma on February 4, 1986",M. Oberhelman and D. Riihiluoma,"February 4, 1986",Y,Y
STLO-2005618-A-1630-1200,,,Riley Area,"P. Geiselman, D. Riihiluoma, and M. Oberhelman on June 2, 1986","P. Geiselman, D. Riihiluoma, and M. Oberhelman","June 2, 1986",N,N
STLO-2005618-A-1635-1600,,,Riley Area,"S. Nelson and R. Johnson on June 4, 1986",S. Nelson and R. Johnson,"June 4, 1986",N,N
STLO-2005618-A-1660-1600,,,Riley Area,"S. Nelson and R. Johnson on June 4, 1986",S. Nelson and R. Johnson,"June 4, 1986",N,N
STLO-2005619-421,Site on fire break road,,Riley Area,"D. Riihiluoma and H. Mooers on June 10, 1982",D. Riihiluoma and H. Mooers,"June 10, 1982",N,N
STLO-2005619-A-1644-2180,,,Riley Area,"M. Oberhelman and D. Riihiluoma on June 4, 1986",M. Oberhelman and D. Riihiluoma,"June 4, 1986",N,N
STLO-2005619-A-1660-1660,,,Riley Area,"P. Geiselman, G. Degnan, and C. Logan on June 16, 1986","P. Geiselman, G. Degnan, and C. Logan","June 16, 1986",N,N
STLO-2005619-A-1660-1780,,,Riley Area,"M. Oberhelman and G. Degnan on June 17, 1986",M. Oberhelman and G. Degnan,"June 17, 1986",N,N
STLO-2005619-A-1660-1980,,,Riley Area,"S. Nelson and D. Olson on June 26, 1986",S. Nelson and D. Olson,"June 26, 1986",N,N
STLO-2005619-A-1660-2180,,,Riley Area,"M. Oberhelman and D. Riihiluoma on June 4, 1986",M. Oberhelman and D. Riihiluoma,"June 4, 1986",N,N
STLO-2005619-A-1660-2400,,,Riley Area,"S. Nelson and G. Degnan on June 12, 1986",S. Nelson and G. Degnan,"June 12, 1986",N,N
STLO-2005619-A-1660-2550,,,Riley Area,M. Oberhelman and P. Geiselman in June 1986,M. Oberhelman and P. Geiselman,June 1986,N,N
STLO-2005619-A-1660-2800,,,Riley Area,"S. Nelson and P. Geiselman on July 1, 1986",S. Nelson and P. Geiselman,"July 1, 1986",N,N
STLO-2005619-A-1660-2860,,,Riley Area,"P. Geiselman and D. Riihiluoma on June 18, 1986",P. Geiselman and D. Riihiluoma,"June 18, 1986",N,N
STLO-2005619-A-1705-2180,,,Riley Area,"P. Geiselman, G. Degnan, and C. Logan on June 16, 1986","P. Geiselman, G. Degnan, and C. Logan","June 16, 1986",N,N
STLO-2005619-A-1705-2400,,,Riley Area,"S. Nelson and G. Degnan on June 12, 1986",S. Nelson and G. Degnan,"June 12, 1986",N,N
STLO-2005619-A-1708-2857,,,Riley Area,"P. Geiselman and D. Riihiluoma on June 18, 1986",P. Geiselman and D. Riihiluoma,"June 18, 1986",N,N
STLO-2005619-A-1710-1780,,,Riley Area,"D. Olson and D. Riihiluoma on June 17, 1986",D. Olson and D. Riihiluoma,"June 17, 1986",N,N
STLO-2005619-A-1710-1980,,,Riley Area,"S. Nelson and P. Geiselman on July 1, 1986",S. Nelson and P. Geiselman,"July 1, 1986",N,N
STLO-2005619-A-1710-2800,,,Riley Area,"S. Nelson and P. Geiselman on July 1, 1986",S. Nelson and P. Geiselman,"July 1, 1986",N,N
STLO-2005619-A-1750-2180,,,Riley Area,"P. Geiselman, G. Degnan, and C. Logan on June 16, 1986","P. Geiselman, G. Degnan, and C. Logan","June 16, 1986",N,N
STLO-2005619-A-1750-2400,,,Riley Area,"S. Nelson and G. Degnan on June 12, 1986",S. Nelson and G. Degnan,"June 12, 1986",N,N
STLO-2005619-A-1760-1780,,,Riley Area,"D. Olson and D. Riihiluoma on June 17, 1986",D. Olson and D. Riihiluoma,"June 17, 1986",N,N
STLO-2005619-A-1760-1980,,,Riley Area,"S. Nelson and P. Geiselman on July 1, 1986",S. Nelson and P. Geiselman,"July 1, 1986",N,N
STLO-2005619-A-1760-2800,,,Riley Area,"S. Nelson and P. Geiselman on July 1, 1986",S. Nelson and P. Geiselman,"July 1, 1986",N,N
STLO-2005619-A-1795-2180,,,Riley Area,"P. Geiselman, G. Degnan, and C. Logan on June 16, 1986","P. Geiselman, G. Degnan, and C. Logan","June 16, 1986",N,N
STLO-2005619-A-1795-2400,,,Riley Area,"S. Nelson and G. Degnan on June 12, 1986",S. Nelson and G. Degnan,"June 12, 1986",N,N
STLO-2005619-A-1810-1780,,,Riley Area,"D. Olson and D. Riihiluoma on June 17, 1986",D. Olson and D. Riihiluoma,"June 17, 1986",N,N
STLO-2005619-A-1810-1980,,,Riley Area,"S. Nelson and P. Geiselman on July 1, 1986",S. Nelson and P. Geiselman,"July 1, 1986",N,N
STLO-2005619-A-1810-2800,,,Riley Area,"S. Nelson and P. Geiselman on July 1, 1986",S. Nelson and P. Geiselman,"July 1, 1986",N,N
STLO-2005619-A-1840-2180,,,Riley Area,"P. Geiselman, G. Degnan, and C. Logan on June 16, 1986","P. Geiselman, G. Degnan, and C. Logan","June 16, 1986",N,N
STLO-2005619-A-1860-1780,,,Riley Area,"D. Olson and D. Riihiluoma on June 17, 1986",D. Olson and D. Riihiluoma,"June 17, 1986",N,N
STLO-2005619-A-1860-1980,,,Riley Area,"S. Nelson and P. Geiselman on July 1, 1986",S. Nelson and P. Geiselman,"July 1, 1986",N,N
STLO-2005619-A-1860-2800,,,Riley Area,"S. Nelson and P. Geiselman on July 1, 1986",S. Nelson and P. Geiselman,"July 1, 1986",N,N
STLO-2005619-A-1885-2180,,,Riley Area,"P. Geiselman, G. Degnan, and C. Logan on June 16, 1986","P. Geiselman, G. Degnan, and C. Logan","June 16, 1986",N,N
STLO-2005619-A-1910-1980,,,Riley Area,"S. Nelson and P. Geiselman on July 1, 1986",S. Nelson and P. Geiselman,"July 1, 1986",N,N
STLO-2005619-A-1910-2800,,,Riley Area,"S. Nelson and P. Geiselman on July 1, 1986",S. Nelson and P. Geiselman,"July 1, 1986",N,N
STLO-2005619-A-1930-2180,,,Riley Area,"P. Geiselman, G. Degnan, and C. Logan on June 16, 1986","P. Geiselman, G. Degnan, and C. Logan","June 16, 1986",N,N
STLO-2005619-A-1960-1980,,,Riley Area,"S. Nelson and P. Geiselman on July 1, 1986",S. Nelson and P. Geiselman,"July 1, 1986",N,N
STLO-2005619-A-1960-2800,,,Riley Area,"S. Nelson and P. Geiselman on July 1, 1986",S. Nelson and P. Geiselman,"July 1, 1986",N,N
STLO-2005619-A-1980-2180,,,Riley Area,"D. Olson and S. Nelson on June 25, 1986",D. Olson and S. Nelson,"June 25, 1986",N,N
STLO-2005619-A-2010-1980,,,Riley Area,"S. Nelson and P. Geiselman on July 1, 1986",S. Nelson and P. Geiselman,"July 1, 1986",N,N
STLO-2005619-A-2010-2800,,,Riley Area,"S. Nelson and P. Geiselman on July 1, 1986",S. Nelson and P. Geiselman,"July 1, 1986",N,N
STLO-2005619-A-2030-2180,,,Riley Area,"D. Olson and S. Nelson on June 25, 1986",D. Olson and S. Nelson,"June 25, 1986",N,N
STLO-2005619-A-2060-1980,,,Riley Area,"S. Nelson and P. Geiselman on July 1, 1986",S. Nelson and P. Geiselman,"July 1, 1986",N,N
STLO-2005619-A-2080-2180,,,Riley Area,"D. Olson and S. Nelson on June 25, 1986",D. Olson and S. Nelson,"June 25, 1986",N,N
STLO-2005619-A-2110-1980,,,Riley Area,"S. Nelson and P. Geiselman on July 1, 1986",S. Nelson and P. Geiselman,"July 1, 1986",N,N
STLO-2005619-A-2130-2180,,,Riley Area,"D. Olson and S. Nelson on June 25, 1986",D. Olson and S. Nelson,"June 25, 1986",N,N
STLO-2005619-A-2160-1980,,,Riley Area,"S. Nelson and P. Geiselman on July 1, 1986",S. Nelson and P. Geiselman,"July 1, 1986",N,N
STLO-2005619-A-2180-2180,,,Riley Area,"D. Olson and S. Nelson on June 25, 1986",D. Olson and S. Nelson,"June 25, 1986",N,N
STLO-2005619-A-2210-1980,,,Riley Area,"S. Nelson and P. Geiselman on July 1, 1986",S. Nelson and P. Geiselman,"July 1, 1986",N,N
STLO-2005619-A-2230-2180,,,Riley Area,"D. Olson and S. Nelson on June 25, 1986",D. Olson and S. Nelson,"June 25, 1986",N,N
STLO-2005619-A-2260-1980,,,Riley Area,"S. Nelson and P. Geiselman on July 1, 1986",S. Nelson and P. Geiselman,"July 1, 1986",N,N
STLO-2005619-A-2280-2180,,,Riley Area,"D. Olson and S. Nelson on June 25, 1986",D. Olson and S. Nelson,"June 25, 1986",N,N
STLO-2005619-A-2310-1980,,,Riley Area,"S. Nelson and P. Geiselman on July 1, 1986",S. Nelson and P. Geiselman,"July 1, 1986",N,N
STLO-2005619-A-2330-2180,,,Riley Area,"D. Olson and S. Nelson on June 25, 1986",D. Olson and S. Nelson,"June 25, 1986",N,N
STLO-2005619-A-2380-2180,,,Riley Area,"D. Olson and S. Nelson on June 25, 1986",D. Olson and S. Nelson,"June 25, 1986",N,N
STLO-2005619-A-2430-2180,,,Riley Area,"D. Olson and S. Nelson on June 25, 1986",D. Olson and S. Nelson,"June 25, 1986",N,N
STLO-2005619-R16,,,Riley Area,"D. Riihiluoma and M. Oberhelman on February 19, 1986",D. Riihiluoma and M. Oberhelman,"February 19, 1986",N,N
STLO-2005619-R17,,,Riley Area,"D. Riihiluoma and M. Oberhelman on February 19, 1986",D. Riihiluoma and M. Oberhelman,"February 19, 1986",N,N
STLO-2005619-R18,0-50cm many stumps; 50-130cm peat is dry and crumbly,,Riley Area,"D. Riihiluoma and M. Oberhelman on February 18, 1986",D. Riihiluoma and M. Oberhelman,"February 18, 1986",Y,N
STLO-2005619-R19,30-105cm peat is dry and crumbly,,Riley Area,"D. Riihiluoma and M. Oberhelman on February 18, 1986",D. Riihiluoma and M. Oberhelman,"February 18, 1986",Y,N
STLO-2005619-R20,40-130cm peat is dry and crumbly,,Riley Area,"D. Riihiluoma and M. Oberhelman on February 18, 1986",D. Riihiluoma and M. Oberhelman,"February 18, 1986",Y,N
STLO-2005620-A0-1800,,,Riley Area,"M. Oberhelman and G. Degnan on July 2, 1986",M. Oberhelman and G. Degnan,"July 2, 1986",N,N
STLO-2005620-A0-2000,Elevation site only,,Riley Area,E. Berglund in June 1986,E. Berglund,June 1986,N,N
STLO-2005620-A0-2180,,,Riley Area,"M. Oberhelman and D. Riihiluoma on June 4, 1986",M. Oberhelman and D. Riihiluoma,"June 4, 1986",N,N
STLO-2005620-A0-2280,,,Riley Area,"S. Nelson and G. Degnan on June 12, 1986",S. Nelson and G. Degnan,"June 12, 1986",N,N
STLO-2005620-A0-2400,,,Riley Area,"S. Nelson and P. Geiselman on July 2, 1986",S. Nelson and P. Geiselman,"July 2, 1986",N,N
STLO-2005620-A0-2800,,,Riley Area,"S. Nelson and P. Geiselman on July 21, 1986",S. Nelson and P. Geiselman,"July 21, 1986",N,N
STLO-2005620-A0-2930,,,Riley Area,"P. Geiselman and D. Riihiluoma on June 10, 1986",P. Geiselman and D. Riihiluoma,"June 10, 1986",N,N
STLO-2005620-A0-3100,Elevation site only,,Riley Area,E. Berglund in June 1986,E. Berglund,June 1986,N,N
STLO-2005620-A0-3200,,,Riley Area,"M. Oberhelman and P. Geiselman on June 24, 1986",M. Oberhelman and P. Geiselman,"June 24, 1986",N,N
STLO-2005620-A-1000-2400,,,Riley Area,"S. Nelson and P. Haverkost on July 3, 1986",S. Nelson and P. Haverkost,"July 3, 1986",N,N
STLO-2005620-A-100-1800,,,Riley Area,"M. Oberhelman and G. Degnan on July 2, 1986",M. Oberhelman and G. Degnan,"July 2, 1986",N,N
STLO-2005620-A-100-2000,,,Riley Area,"R. Johnson, G. Degnan, and P. Haverkost on June 25, 1986","R. Johnson, G. Degnan, and P. Haverkost","June 25, 1986",N,N
STLO-2005620-A-100-2400,,,Riley Area,"S. Nelson and P. Haverkost on July 3, 1986",S. Nelson and P. Haverkost,"July 3, 1986",N,N
STLO-2005620-A-100-3200,,,Riley Area,"M. Oberhelman and P. Geiselman on June 24, 1986",M. Oberhelman and P. Geiselman,"June 24, 1986",N,N
STLO-2005620-A-1003-2180,,,Riley Area,"M. Oberhelman and D. Riihiluoma on June 4, 1986",M. Oberhelman and D. Riihiluoma,"June 4, 1986",N,N
STLO-2005620-A-1008-2888,,,Riley Area,"P. Geiselman and D. Riihiluoma on June 17, 1986",P. Geiselman and D. Riihiluoma,"June 17, 1986",N,N
STLO-2005620-A-1010-1660,,,Riley Area,"P. Geiselman, G. Degnan, and C. Logan on June 16, 1986","P. Geiselman, G. Degnan, and C. Logan","June 16, 1986",N,N
STLO-2005620-A-1010-1780,,,Riley Area,"G. Degnan and M. Oberhelman on June 17, 1986",G. Degnan and M. Oberhelman,"June 17, 1986",N,N
STLO-2005620-A-1010-1980,,,Riley Area,"S. Nelson and D. Olson on June 26, 1986",S. Nelson and D. Olson,"June 26, 1986",N,N
STLO-2005620-A-1010-2800,,,Riley Area,"S. Nelson and P. Geiselman on July 1, 1986",S. Nelson and P. Geiselman,"July 1, 1986",N,N
STLO-2005620-A-1025-2354,,,Riley Area,"S. Nelson and G. Degnan on June 12, 1986",S. Nelson and G. Degnan,"June 12, 1986",N,N
STLO-2005620-A-103-2287,,,Riley Area,"S. Nelson and G. Degnan on June 12, 1986",S. Nelson and G. Degnan,"June 12, 1986",N,N
STLO-2005620-A-1034-2646,,,Riley Area,"S. Nelson and P. Geiselman on June 30, 1986",S. Nelson and P. Geiselman,"June 30, 1986",N,N
STLO-2005620-A-1035-2550,,,Riley Area,M. Oberhelman and P. Geiselman in June 1986,M. Oberhelman and P. Geiselman,June 1986,N,N
STLO-2005620-A-1049-2180,,,Riley Area,"M. Oberhelman and D. Riihiluoma on June 4, 1986",M. Oberhelman and D. Riihiluoma,"June 4, 1986",N,N
STLO-2005620-A-1050-2400,,,Riley Area,"S. Nelson and P. Haverkost on July 3, 1986",S. Nelson and P. Haverkost,"July 3, 1986",N,N
STLO-2005620-A-1058-2885,,,Riley Area,"P. Geiselman and D. Riihiluoma on June 17, 1986",P. Geiselman and D. Riihiluoma,"June 17, 1986",N,N
