DNR Peat Inventory ID #,Depthnum,Top Depth (cm),Bottom Depth (cm),Degree of Decomposition,Botanical Origin,Classification,Uniq_id
AITK-2205112-2,1,0.0,15.0,H7,,Sapric,471
AITK-2205112-2,2,15.0,69.0,H6,RS/M,Hemic,472
AITK-2205112-2,3,69.0,126.0,H4,RS/M,Hemic,473
AITK-2205112-2,4,126.0,169.0,H5,RS/M,Hemic,474
AITK-2205112-2,5,169.0,219.0,H4,RS/M,Hemic,475
AITK-2205112-2,6,219.0,255.0,H5,RS/M,Hemic,476
AITK-2205112-2,7,255.0,314.0,H7,,Sapric,477
AITK-2205112-2,8,314.0,,B,,si,478
AITK-2205114-133,1,0.0,90.0,H6,RS,Hemic,479
AITK-2205114-133,2,90.0,,B,,fsi,480
AITK-2205116-153,1,,30.0,H5,RS,Hemic,481
AITK-2205116-153,2,,60.0,H5,RS,Hemic,482
AITK-2205116-153,3,,90.0,H5,RS,Hemic,483
AITK-2205116-153,4,,120.0,H4/H5,RS,Hemic,484
AITK-2205116-153,5,,150.0,H5,RS,Hemic,485
AITK-2205116-153,6,,180.0,H7,,Sapric,486
AITK-2205116-153,7,,210.0,H7,,Sapric,487
AITK-2205116-153,8,225.0,,B,,sic,488
AITK-2205118-155,1,,30.0,H5,RS,Hemic,489
AITK-2205118-155,2,,60.0,H5,WF,Hemic,490
AITK-2205118-155,3,,90.0,H5,,Hemic,491
AITK-2205118-155,4,115.0,,B,,sl,492
AITK-2205120-154,1,,30.0,H4,RS,Hemic,493
AITK-2205120-154,2,,60.0,H5,WF/RS,Hemic,494
AITK-2205120-154,3,,90.0,H5,WF/RS,Hemic,495
AITK-2205120-154,4,,120.0,H5,RS,Hemic,496
AITK-2205120-154,5,145.0,,B,,sic,497
AITK-2205122-127,1,0.0,90.0,H7,,Sapric,498
AITK-2205122-127,2,90.0,,B,,vfs,499
AITK-2205122-128,1,0.0,60.0,H8,,Sapric,500
AITK-2205122-128,2,60.0,,B,,si,501
AITK-2205125-132,1,0.0,210.0,H5,RS,Hemic,502
AITK-2205125-132,2,210.0,300.0,H6,RS,Hemic,503
AITK-2205125-132,3,300.0,,B,,si,504
AITK-2205127-130,1,0.0,90.0,H6,RS,Hemic,505
AITK-2205127-130,2,90.0,210.0,H5,RS,Hemic,506
AITK-2205127-130,3,210.0,,B,,Min.soil,507
AITK-2205128-150,1,,30.0,H4,RS,Hemic,508
AITK-2205128-150,2,,60.0,H5,RS,Hemic,509
AITK-2205128-150,3,,90.0,H3,RS,Fibric,510
AITK-2205128-150,4,,120.0,H3,RS,Fibric,511
AITK-2205128-150,5,,150.0,H4,RS,Hemic,512
AITK-2205128-150,6,,180.0,H4,RS,Hemic,513
AITK-2205128-150,7,240.0,,B,,sil,514
AITK-2205129-149,1,,30.0,H5,RS,Hemic,515
AITK-2205129-149,2,,60.0,H4,RS,Hemic,516
AITK-2205129-149,3,,90.0,H4,RS,Hemic,517
AITK-2205129-149,4,,120.0,H4,RS,Hemic,518
AITK-2205129-149,5,175.0,,B,,vfs,519
AITK-2205133-134,1,,30.0,H5,RS,Hemic,520
AITK-2205133-134,2,,90.0,H4,RS,Hemic,521
AITK-2205133-134,3,,120.0,H3,RS/M,Fibric,522
AITK-2205133-134,4,,150.0,H4,RS/M,Hemic,523
AITK-2205133-134,5,,180.0,H4,RS/M,Hemic,524
AITK-2205133-134,6,,210.0,H5,RS,Hemic,525
AITK-2205133-134,7,259.0,,B,,vfs,526
AITK-2205134-129,1,0.0,120.0,H6,RS,Hemic,527
AITK-2205134-129,2,120.0,,B,,fsi,528
AITK-2205135-131,1,0.0,30.0,H8,,Sapric,529
AITK-2205135-131,2,30.0,,B,,vfs,530
AITK-2205135-135,1,0.0,15.0,H6,RS,Hemic,531
AITK-2205135-135,2,15.0,,B,,vfs,532
AITK-2205136-146,1,0.0,30.0,H6,,Hemic,533
AITK-2205136-146,2,30.0,,B,,si,534
AITK-2205201-256,1,0.0,275.0,H5,RS,Hemic,535
AITK-2205201-256,2,275.0,330.0,H6,,Hemic,536
AITK-2205201-256,3,330.0,,B,,sic,537
AITK-2205201-257,1,0.0,23.0,H3,M,Fibric,538
AITK-2205201-257,2,23.0,220.0,H4,RS,Hemic,539
AITK-2205201-257,3,220.0,351.0,H5,RS,Hemic,540
AITK-2205201-257,4,351.0,380.0,H6,,Hemic,541
AITK-2205201-257,5,380.0,387.0,H7,,Sapric,542
AITK-2205201-257,6,387.0,,B,,sic,543
AITK-2205201-258,1,0.0,200.0,H5,RS,Hemic,544
AITK-2205201-258,2,200.0,430.0,H5,,Hemic,545
AITK-2205201-258,3,430.0,452.0,H6,,Hemic,546
AITK-2205201-258,4,452.0,544.0,H5,,Hemic,547
AITK-2205201-258,5,544.0,570.0,B,,Limnic,548
AITK-2205201-258,6,570.0,,,,si,549
AITK-2205201-268,1,0.0,72.0,H3,,Fibric,550
AITK-2205201-268,2,72.0,125.0,H4,,Hemic,551
AITK-2205201-268,3,125.0,358.0,H5,,Hemic,552
AITK-2205201-268,4,358.0,398.0,H6,,Hemic,553
AITK-2205201-268,5,398.0,400.0,H7,,Sapric,554
AITK-2205201-268,6,400.0,,B,,Min.soil,555
AITK-2205201-585,1,0.0,30.0,,,Frost,556
AITK-2205201-585,2,30.0,55.0,H4,C2S2Dg2,Hemic,557
AITK-2205201-585,3,55.0,70.0,H4/H5,(S)L1C2Dg3,Hemic,558
AITK-2205201-585,4,70.0,125.0,H4,(Sch)N1Dg2C3,Hemic,559
AITK-2205201-585,5,125.0,200.0,H4,L2Dg2C2,Hemic,560
AITK-2205201-585,6,200.0,217.0,H3,(N)S2C2Dg2 /ss,Fibric,561
AITK-2205201-585,7,217.0,240.0,H4,N1S1C2Dg2 /ss,Hemic,562
AITK-2205201-585,8,240.0,290.0,H5,L1C1Dg4,Hemic,563
AITK-2205201-585,9,290.0,,B,,sic,564
AITK-2205202-259,1,0.0,15.0,H3,RS,Fibric,565
AITK-2205202-259,2,15.0,100.0,H5,RS,Hemic,566
AITK-2205202-259,3,100.0,159.0,H4,RS,Hemic,567
AITK-2205202-259,4,159.0,185.0,H5,,Hemic,568
AITK-2205202-259,5,185.0,200.0,H4,,Hemic,569
AITK-2205202-259,6,200.0,300.0,H5,,Hemic,570
AITK-2205202-259,7,300.0,360.0,H5,,Hemic,571
AITK-2205202-259,8,360.0,425.0,H6,,Hemic,572
AITK-2205202-259,9,425.0,438.0,H7,,Sapric,573
AITK-2205202-259,10,438.0,460.0,B,,ms,574
AITK-2205202-259,11,460.0,,,,fs,575
AITK-2205202-260,1,0.0,180.0,H5,RS,Hemic,576
AITK-2205202-260,2,180.0,195.0,H6,,Hemic,577
AITK-2205202-260,3,195.0,,B,,vfs,578
AITK-2205202-261,1,0.0,117.0,H6,RS,Hemic,579
AITK-2205202-261,2,117.0,,B,,fs,580
AITK-2205202-262,1,0.0,20.0,H4,M,Hemic,581
AITK-2205202-262,2,20.0,41.0,H6,M,Hemic,582
AITK-2205202-262,3,41.0,65.0,H3,M,Fibric,583
AITK-2205202-262,4,65.0,78.0,H5,M/RS,Hemic,584
AITK-2205202-262,5,78.0,93.0,H3,M,Fibric,585
AITK-2205202-262,6,93.0,114.0,H5,,Hemic,586
AITK-2205202-262,7,114.0,142.0,H3/H4,M/RS,Fibric/Hemic,587
AITK-2205202-262,8,142.0,176.0,H5,M/RS,Hemic,588
AITK-2205202-262,9,176.0,228.0,H6,RS,Hemic,589
AITK-2205202-262,10,228.0,276.0,H4,M/RS,Hemic,590
AITK-2205202-262,11,276.0,312.0,H5/H6,RS,Hemic,591
AITK-2205202-262,12,312.0,415.0,H5,RS,Hemic,592
AITK-2205202-262,13,415.0,475.0,H6,RS,Hemic,593
AITK-2205202-262,14,475.0,489.0,H7,,Sapric,594
AITK-2205202-262,15,489.0,,B,,vfsl,595
AITK-2205202-263,1,0.0,13.0,H4,M,Hemic,596
AITK-2205202-263,2,13.0,24.0,H5,M,Hemic,597
AITK-2205202-263,3,24.0,48.0,H3,M,Fibric,598
AITK-2205202-263,4,48.0,212.0,H5,RS,Hemic,599
AITK-2205202-263,5,212.0,231.0,H4,RS,Hemic,600
AITK-2205202-263,6,231.0,295.0,H5,RS,Hemic,601
AITK-2205202-263,7,295.0,370.0,H6,RS,Hemic,602
AITK-2205202-263,8,370.0,381.0,B,,sil,603
AITK-2205202-263,9,381.0,,,,fsl,604
AITK-2205202-264,1,0.0,395.0,H5,RS,Hemic,605
AITK-2205202-264,2,395.0,,B,,sic,606
AITK-2205202-265,1,0.0,163.0,H5,RS,Hemic,607
AITK-2205202-265,2,163.0,265.0,H5/H6,RS,Hemic,608
AITK-2205202-265,3,265.0,,B,,sic,609
AITK-2205202-266,1,0.0,98.0,H4,RS,Hemic,610
AITK-2205202-266,2,98.0,153.0,H5,RS,Hemic,611
AITK-2205202-266,3,153.0,171.0,H6,RS,Hemic,612
AITK-2205202-266,4,171.0,251.0,H5,RS,Hemic,613
AITK-2205202-266,5,251.0,279.0,H5,WF/RS,Hemic,614
AITK-2205202-266,6,279.0,383.0,H6,RS,Hemic,615
AITK-2205202-266,7,383.0,388.0,H7,RS,Sapric,616
AITK-2205202-266,8,388.0,523.0,H6,RS,Hemic,617
AITK-2205202-266,9,523.0,541.0,B,,Limnic w/peat,618
AITK-2205202-266,10,541.0,548.0,,,Limnic,619
AITK-2205202-266,11,548.0,,,,sic,620
AITK-2205202-267,1,0.0,22.0,H3,M,Fibric,621
AITK-2205202-267,2,22.0,35.0,H3,M/RS,Fibric,622
AITK-2205202-267,3,35.0,107.0,H5,RS,Hemic,623
AITK-2205202-267,4,107.0,162.0,H4,M/RS,Hemic,624
AITK-2205202-267,5,162.0,358.0,H5,RS,Hemic,625
AITK-2205202-267,6,358.0,429.0,H6,RS,Hemic,626
AITK-2205202-267,7,429.0,,B,,si,627
AITK-2205203-2,1,0.0,218.0,H3,M,Fibric,628
AITK-2205203-2,2,218.0,365.0,H5,RS,Hemic,629
AITK-2205203-2,3,365.0,,B,,vfs,630
AITK-2205203-562,1,0.0,270.0,H3,M,Fibric,631
AITK-2205203-562,2,270.0,330.0,H5,RS,Hemic,632
AITK-2205203-562,3,330.0,390.0,H4,RS,Hemic,633
AITK-2205203-562,4,390.0,420.0,H4,RS,Hemic,634
AITK-2205203-562,5,420.0,495.0,H5,RS,Hemic,635
AITK-2205203-562,6,495.0,510.0,H9,,Sapric,636
AITK-2205203-562,7,510.0,,B,,vfs,637
AITK-2205203-563,1,0.0,180.0,H2,M,Fibric,638
AITK-2205203-563,2,180.0,300.0,H3,M,Fibric,639
AITK-2205203-563,3,300.0,360.0,H5,RS/M,Hemic,640
AITK-2205203-563,4,360.0,480.0,H6,RS,Hemic,641
AITK-2205203-563,5,480.0,510.0,H7,,Sapric,642
AITK-2205203-563,6,510.0,525.0,H9,,Sapric,643
AITK-2205203-563,7,525.0,,B,,vfs,644
AITK-2205203-564,1,0.0,180.0,H2,M,Fibric,645
AITK-2205203-564,2,180.0,270.0,H3,M,Fibric,646
AITK-2205203-564,3,270.0,345.0,H4,RS/M,Hemic,647
AITK-2205203-564,4,345.0,420.0,H5,RS,Hemic,648
AITK-2205203-564,5,420.0,465.0,H6,RS,Hemic,649
AITK-2205203-564,6,465.0,480.0,H7,,Sapric,650
AITK-2205203-564,7,480.0,,B,,vfs,651
AITK-2205203-565,1,0.0,90.0,H3,M,Fibric,652
AITK-2205203-565,2,90.0,120.0,H5,M,Hemic,653
AITK-2205203-565,3,120.0,150.0,H4,M,Hemic,654
AITK-2205203-565,4,150.0,210.0,H5,M,Hemic,655
AITK-2205203-565,5,210.0,270.0,H5,RS,Hemic,656
AITK-2205203-565,6,270.0,300.0,H6,RS,Hemic,657
AITK-2205203-565,7,300.0,,B,,vfs,658
AITK-2205204-250,1,0.0,70.0,H5,RS,Hemic,659
AITK-2205204-250,2,70.0,80.0,H3,M,Fibric,660
AITK-2205204-250,3,80.0,85.0,H5,RS,Hemic,661
AITK-2205204-250,4,85.0,103.0,H3,M,Fibric,662
AITK-2205204-250,5,103.0,360.0,H5,RS,Hemic,663
AITK-2205204-250,6,360.0,390.0,H7,,Sapric,664
AITK-2205204-250,7,390.0,488.0,H6,RS,Hemic,665
AITK-2205204-250,8,488.0,,B,,Limnic,666
AITK-2205204-251,1,0.0,17.0,H3,M,Fibric,667
AITK-2205204-251,2,17.0,363.0,H5,RS,Hemic,668
AITK-2205204-251,3,363.0,382.0,H6,RS,Hemic,669
AITK-2205204-251,4,382.0,415.0,H7,RS,Sapric,670
AITK-2205204-251,5,415.0,,B,,fs,671
AITK-2205204-3,1,0.0,120.0,H4,RS,Hemic,672
AITK-2205204-3,2,120.0,195.0,H5,RS,Hemic,673
AITK-2205204-3,3,195.0,,B,,fs,674
AITK-2205204-560,1,0.0,30.0,H2,M,Fibric,675
AITK-2205204-560,2,30.0,45.0,H7,,Sapric,676
AITK-2205204-560,3,45.0,120.0,H5,RS/M,Hemic,677
AITK-2205204-560,4,120.0,,B,,Min.soil,678
AITK-2205204-561,1,0.0,180.0,H4,M/RS,Hemic,679
AITK-2205204-561,2,180.0,270.0,H3,M,Fibric,680
AITK-2205204-561,3,270.0,405.0,H4,M,Hemic,681
AITK-2205204-561,4,405.0,,B,,si,682
AITK-2205205-4,1,0.0,90.0,H5,RS,Hemic,683
AITK-2205205-4,2,90.0,,B,,fs,684
AITK-2205209-252,1,0.0,28.0,H6,,Hemic,685
AITK-2205209-252,2,28.0,350.0,H5,RS,Hemic,686
AITK-2205209-252,3,350.0,376.0,H6,RS,Hemic,687
AITK-2205209-252,4,376.0,441.0,H7,RS,Sapric,688
AITK-2205209-252,5,441.0,,B,,lfs,689
AITK-2205209-253,1,0.0,35.0,H6,RS,Hemic,690
AITK-2205209-253,2,35.0,332.0,H5,RS,Hemic,691
AITK-2205209-253,3,332.0,,B,,Min.soil,692
AITK-2205210-1,1,0.0,473.0,H5,RS,Hemic,693
AITK-2205210-1,2,473.0,478.0,H7,,Sapric,694
AITK-2205210-1,3,478.0,,B,,vfs,695
AITK-2205210-254,1,0.0,30.0,H7,RS,Sapric,696
AITK-2205210-254,2,30.0,70.0,H6,RS/WF,Hemic,697
AITK-2205210-254,3,70.0,237.0,H5,RS/WF,Hemic,698
AITK-2205210-254,4,237.0,303.0,H6,,Hemic,699
AITK-2205210-254,5,303.0,369.0,B,,fsl,700
AITK-2205210-254,6,369.0,,,,si,701
AITK-2205210-255,1,0.0,55.0,H5,RS,Hemic,702
AITK-2205210-255,2,55.0,99.0,H5,RS/WF,Hemic,703
AITK-2205210-255,3,99.0,184.0,H5,,Hemic,704
AITK-2205210-255,4,184.0,203.0,H6,,Hemic,705
AITK-2205210-255,5,203.0,,B,,sic,706
AITK-2205211-209,1,0.0,20.0,H2,M,Fibric,707
AITK-2205211-209,2,20.0,55.0,H3,M,Fibric,708
AITK-2205211-209,3,55.0,140.0,H5,RS,Hemic,709
AITK-2205211-209,4,140.0,160.0,H6,,Hemic,710
AITK-2205211-209,5,160.0,,B,,fsis,711
AITK-2205212-208,1,0.0,15.0,H2,M,Fibric,712
AITK-2205212-208,2,15.0,33.0,H3,M,Fibric,713
AITK-2205212-208,3,33.0,60.0,H5,,Hemic,714
AITK-2205212-208,4,60.0,105.0,H4,,Hemic,715
AITK-2205212-208,5,105.0,169.0,H5,,Hemic,716
AITK-2205212-208,6,169.0,265.0,H6,,Hemic,717
AITK-2205212-208,7,265.0,285.0,H5,,Hemic,718
AITK-2205212-208,8,285.0,300.0,H6,,Hemic,719
AITK-2205212-208,9,300.0,322.0,H7,,Sapric,720
AITK-2205212-208,10,322.0,367.0,B,,sic,721
AITK-2205213-206,1,0.0,60.0,H2,M,Fibric,722
AITK-2205213-206,2,60.0,140.0,H3,M,Fibric,723
AITK-2205213-206,3,140.0,240.0,H4,RS,Hemic,724
AITK-2205213-206,4,240.0,365.0,H6,,Hemic,725
AITK-2205213-206,5,365.0,400.0,H4,RS,Hemic,726
AITK-2205213-206,6,400.0,440.0,H6,,Hemic,727
AITK-2205213-206,7,440.0,520.0,B,,Limnic,728
AITK-2205213-206,8,520.0,540.0,,,fs,729
AITK-2205213-206,9,540.0,,,,sc,730
AITK-2205213-207,1,0.0,40.0,H6,,Hemic,731
AITK-2205213-207,2,40.0,100.0,H4,M,Hemic,732
AITK-2205213-207,3,100.0,165.0,H5,,Hemic,733
AITK-2205213-207,4,165.0,240.0,H6,,Hemic,734
AITK-2205213-207,5,240.0,250.0,H7,,Sapric,735
AITK-2205213-207,6,250.0,,B,,si,736
AITK-2205214-200,1,0.0,10.0,H2,M,Fibric,737
AITK-2205214-200,2,10.0,38.0,H5,M,Hemic,738
AITK-2205214-200,3,38.0,95.0,H5,RS,Hemic,739
AITK-2205214-200,4,95.0,170.0,H7,,Sapric,740
AITK-2205214-200,5,170.0,185.0,B,,sic,741
AITK-2205214-200,6,185.0,225.0,,,si,742
AITK-2205214-201,1,0.0,15.0,H2,M,Fibric,743
AITK-2205214-201,2,15.0,30.0,H3,M,Fibric,744
AITK-2205214-201,3,30.0,100.0,H4,M,Hemic,745
AITK-2205214-201,4,100.0,170.0,H5,,Hemic,746
AITK-2205214-201,5,170.0,238.0,H6,,Hemic,747
AITK-2205214-201,6,238.0,278.0,H7,,Sapric,748
AITK-2205214-201,7,278.0,302.0,B,,lvfs,749
AITK-2205214-204,1,0.0,100.0,H3,M,Fibric,750
AITK-2205214-204,2,100.0,295.0,H5,,Hemic,751
AITK-2205214-204,3,295.0,305.0,H6,,Hemic,752
AITK-2205214-204,4,305.0,,B,,fs,753
AITK-2205214-205,1,0.0,27.0,H2,M,Fibric,754
AITK-2205214-205,2,27.0,40.0,H3,M,Fibric,755
AITK-2205214-205,3,40.0,155.0,H5,M/RS,Hemic,756
AITK-2205214-205,4,155.0,200.0,H6,,Hemic,757
AITK-2205214-205,5,200.0,255.0,H6,WF,Hemic,758
AITK-2205214-205,6,255.0,278.0,H7,,Sapric,759
AITK-2205214-205,7,278.0,280.0,H8,,Sapric,760
AITK-2205214-205,8,280.0,285.0,,,Ash layer,761
AITK-2205214-205,9,285.0,330.0,H8,,Sapric,762
AITK-2205214-205,10,330.0,380.0,B,,Limnic w/peat,763
AITK-2205214-205,11,380.0,400.0,,,fs,764
AITK-2205216-5,1,0.0,215.0,H5,RS,Hemic,765
AITK-2205216-5,2,215.0,225.0,H6,RS,Hemic,766
AITK-2205216-5,3,225.0,,B,,si,767
AITK-2205216-6,1,0.0,50.0,H6,RS,Hemic,768
AITK-2205216-6,2,50.0,,B,,vfs,769
AITK-2205219-20,1,,60.0,H5,RS,Hemic,770
AITK-2205219-20,2,,105.0,H5,RS,Hemic,771
AITK-2205219-20,3,,180.0,H7,,Sapric,772
AITK-2205219-20,4,188.0,,B,,vfs,773
AITK-2205219-21,1,,60.0,H4,RS,Hemic,774
AITK-2205219-21,2,,120.0,H4,RS,Hemic,775
AITK-2205219-21,3,,180.0,H5,RS,Hemic,776
AITK-2205219-21,4,,270.0,H7,,Sapric,777
AITK-2205219-21,5,279.0,,B,,vfs,778
AITK-2205219-22,1,,60.0,H5,RS,Hemic,779
AITK-2205219-22,2,,90.0,H4,RS,Hemic,780
AITK-2205219-22,3,180.0,,B,,vfs,781
AITK-2205222-7,1,0.0,75.0,H3,M,Fibric,782
AITK-2205222-7,2,75.0,240.0,H5,RS,Hemic,783
AITK-2205222-7,3,240.0,345.0,H6,RS,Hemic,784
AITK-2205222-7,4,345.0,360.0,H7/H8,,Sapric,785
AITK-2205222-7,5,360.0,,B,,vfs,786
AITK-2205222-8,1,0.0,165.0,H5,RS,Hemic,787
AITK-2205222-8,2,165.0,183.0,H6,RS,Hemic,788
AITK-2205222-8,3,183.0,282.0,H7,RS,Hemic,789
AITK-2205222-8,4,282.0,,B,,vfs,790
AITK-2205223-202,1,0.0,15.0,H2,M,Fibric,791
AITK-2205223-202,2,15.0,135.0,H4,M,Hemic,792
AITK-2205223-202,3,135.0,210.0,H5,,Hemic,793
AITK-2205223-202,4,210.0,310.0,H6,,Hemic,794
AITK-2205223-202,5,310.0,340.0,H7,,Sapric,795
AITK-2205223-202,6,340.0,,B,,sic,796
AITK-2205223-203,1,0.0,40.0,H3,M,Fibric,797
AITK-2205223-203,2,40.0,100.0,H4,M,Hemic,798
AITK-2205223-203,3,100.0,218.0,H3,M,Fibric,799
AITK-2205223-203,4,218.0,378.0,H5/H6,WF,Hemic,800
AITK-2205223-203,5,378.0,395.0,H6,,Hemic,801
AITK-2205223-203,6,395.0,470.0,H7,,Sapric,802
AITK-2205223-203,7,470.0,485.0,B,,Limnic,803
AITK-2205223-203,8,485.0,,,,fs,804
AITK-2205223-210,1,0.0,100.0,H3,M,Fibric,805
AITK-2205223-210,2,100.0,200.0,H5,,Hemic,806
AITK-2205223-210,3,200.0,210.0,H6,,Hemic,807
AITK-2205223-210,4,210.0,,B,,vfs,808
AITK-2205223-211,1,0.0,40.0,H3,M,Fibric,809
AITK-2205223-211,2,40.0,338.0,H5,,Hemic,810
AITK-2205223-211,3,338.0,406.0,H6,,Hemic,811
AITK-2205223-211,4,406.0,460.0,H5,WF,Hemic,812
AITK-2205223-211,5,460.0,466.0,B,,Limnic w/Peat,813
AITK-2205223-211,6,466.0,,,,vfs,814
AITK-2205223-212,1,0.0,20.0,H2,M,Fibric,815
AITK-2205223-212,2,20.0,105.0,H3,M,Fibric,816
AITK-2205223-212,3,105.0,235.0,H5,,Hemic,817
AITK-2205223-212,4,235.0,285.0,H6,,Hemic,818
AITK-2205223-212,5,285.0,315.0,H7,,Sapric,819
AITK-2205223-212,6,315.0,320.0,H7,,Sapric w/ si,820
AITK-2205223-212,7,320.0,,B,,vfs,821
AITK-2205223-213,1,0.0,40.0,H3,M,Fibric,822
AITK-2205223-213,2,40.0,80.0,H4,M,Hemic,823
AITK-2205223-213,3,80.0,100.0,H5,,Hemic,824
AITK-2205223-213,4,100.0,,B,,fs,825
AITK-2205223-518,1,0.0,25.0,H3,M,Fibric,826
AITK-2205223-518,2,25.0,155.0,H4,RS,Hemic,827
AITK-2205223-518,3,155.0,,B,,Min.soil,828
AITK-2205227-9,1,0.0,147.0,H5,RS,Hemic,829
AITK-2205227-9,2,147.0,,B,,vfs,830
AITK-2205228-10,1,0.0,284.0,H5,RS,Hemic,831
AITK-2205228-10,2,284.0,,B,,fsi,832
AITK-2205228-28,1,,60.0,H5,RS,Hemic,833
AITK-2205228-28,2,,105.0,H5,RS,Hemic,834
AITK-2205228-28,3,,165.0,H4,RS,Hemic,835
AITK-2205228-28,4,,240.0,H6,RS,Hemic,836
AITK-2205228-28,5,,285.0,H9,,Sapric,837
AITK-2205228-28,6,,300.0,H5,RS,Hemic,838
AITK-2205228-28,7,405.0,,B,,vfs,839
AITK-2205228-29,1,,90.0,H4/H5,,Hemic,840
AITK-2205228-29,2,135.0,,B,,vfs,841
AITK-2205229-30,1,,60.0,H5,RS,Hemic,842
AITK-2205229-30,2,,120.0,H5,RS,Hemic,843
AITK-2205229-30,3,135.0,,B,,vfs,844
AITK-2205230-23,1,,90.0,H4,RS,Hemic,845
AITK-2205230-23,2,,150.0,H4,RS,Hemic,846
AITK-2205230-23,3,,225.0,H5,RS/WF,Hemic,847
AITK-2205230-23,4,255.0,,B,,si,848
AITK-2205230-24,1,,60.0,H5,RS,Hemic,849
AITK-2205230-24,2,120.0,,B,,vfs,850
AITK-2205230-25,1,,60.0,H5,RS,Hemic,851
AITK-2205230-25,2,,120.0,H4,RS,Hemic,852
AITK-2205230-25,3,,180.0,H5,RS,Hemic,853
AITK-2205230-25,4,185.0,,B,,vfs,854
AITK-2205230-26,1,,90.0,H5,RS,Hemic,855
AITK-2205230-26,2,,150.0,H5,RS/WF,Hemic,856
AITK-2205230-26,3,180.0,,B,,vfs,857
AITK-2205231-164,1,0.0,90.0,H5,RS,Hemic,858
AITK-2205231-164,2,90.0,150.0,H5,RS/WF,Hemic,859
AITK-2205231-164,3,180.0,,B,,si,860
AITK-2205231-27,1,,60.0,H5,RS,Hemic,861
AITK-2205231-27,2,,90.0,H5,RS,Hemic,862
AITK-2205231-27,3,,150.0,H5,RS,Hemic,863
AITK-2205231-27,4,,180.0,H5,RS,Hemic,864
AITK-2205231-27,5,,270.0,H5,RS,Hemic,865
AITK-2205231-27,6,,315.0,H8,,Sapric,866
AITK-2205231-27,7,330.0,,B,,vfs,867
AITK-2205232-161,1,0.0,120.0,H5,RS,Hemic,868
AITK-2205232-161,2,120.0,,B,,vfs,869
AITK-2205233-12,1,0.0,300.0,H5,RS,Hemic,870
AITK-2205233-12,2,300.0,320.0,H7,,Sapric,871
AITK-2205233-12,3,320.0,,B,,vfs,872
AITK-2205233-162,1,0.0,90.0,H5,RS,Hemic,873
AITK-2205233-162,2,90.0,150.0,H4,WF/RS,Hemic,874
AITK-2205233-162,3,150.0,210.0,H5,RS,Hemic,875
AITK-2205233-162,4,210.0,,B,,si,876
AITK-2205234-11,1,0.0,330.0,H5,RS,Hemic,877
AITK-2205234-11,2,330.0,340.0,H6,RS,Hemic,878
AITK-2205234-11,3,340.0,,B,,fs,879
AITK-2205234-13,1,0.0,160.0,H5,RS,Hemic,880
AITK-2205234-13,2,160.0,170.0,H7,,Sapric,881
AITK-2205234-13,3,170.0,,B,,Min.soil,882
AITK-2205234-18,1,0.0,125.0,H5,RS,Hemic,883
AITK-2205234-18,2,125.0,,B,,vfs,884
AITK-2205235-14,1,0.0,138.0,H5,RS,Hemic,885
AITK-2205235-14,2,138.0,,B,,fs,886
AITK-2304311-507,1,,30.0,H5,RS,Hemic,887
AITK-2304311-507,2,60.0,,B,,fsl,888
AITK-2304404-113,1,0.0,90.0,H7,,Sapric,889
AITK-2304404-113,2,90.0,,B,,cos,890
AITK-2304409-494,1,,30.0,H5,WF/RS,Hemic,891
AITK-2304409-494,2,,60.0,H5,WF,Hemic,892
AITK-2304409-494,3,,90.0,H6,WF,Hemic,893
AITK-2304409-494,4,,120.0,H6,RS,Hemic,894
AITK-2304409-494,5,,150.0,H4,RS,Hemic,895
AITK-2304409-494,6,,180.0,H7,RS,Sapric,896
AITK-2304409-494,7,190.0,,B,,Min.soil,897
AITK-2304413-492,1,,30.0,H4,WF/M,Hemic,898
AITK-2304413-492,2,,60.0,H4,WF,Hemic,899
AITK-2304413-492,3,,90.0,H5,WF,Hemic,900
AITK-2304413-492,4,,120.0,H6,WF,Hemic,901
AITK-2304413-492,5,,150.0,H5,,Hemic,902
AITK-2304413-492,6,,180.0,H6,RS,Hemic,903
AITK-2304413-492,7,,210.0,H7,RS,Sapric,904
AITK-2304413-492,8,,240.0,H8,RS,Sapric,905
AITK-2304413-492,9,,270.0,H6,WF,Hemic,906
AITK-2304413-492,10,305.0,,B,,Min.soil,907
AITK-2304419-107,1,0.0,45.0,H6,RS,Hemic,908
AITK-2304419-107,2,45.0,,B,,pebbly l,909
AITK-2304420-106,1,0.0,60.0,,,Peat,910
AITK-2304420-106,2,60.0,,B,,lfs,911
AITK-2304430-502,1,0.0,20.0,H5,RS,Hemic,912
AITK-2304430-502,2,20.0,,B,,ls,913
AITK-2304431-504,1,,30.0,H4,RS,Hemic,914
AITK-2304431-504,2,45.0,,B,,sl,915
AITK-2304435-493,1,,30.0,H5,RS,Hemic,916
AITK-2304435-493,2,,60.0,H6,RS,Hemic,917
AITK-2304435-493,3,,90.0,H5,RS,Hemic,918
AITK-2304435-493,4,,120.0,H5,RS,Hemic,919
AITK-2304435-493,5,,150.0,H4,RS,Hemic,920
AITK-2304435-493,6,180.0,,B,,vfscl,921
AITK-2304504-460,1,0.0,30.0,,,No sample recovered,922
AITK-2304504-460,2,30.0,120.0,H4,RS,Hemic,923
AITK-2304504-460,3,120.0,150.0,H4,RS/WF,Hemic,924
