DNR Peat Inventory ID #,Peatland Name,Additional Site Info,Landform Pattern,Peatland Classification,Site Vegetation,Surface Microrelief,Depth to Water Table,Measured Elevation
CARL-2004907-124,,,,Open bog,"Cover includes some ericaceous shrubs (cranberry*); few cotton grass, sedges, and bog forbs.  Discontinuous sphagnum carpet.",,,
CARL-2004907-125,,,Raised bog,Bog,Scattered black spruce; sparse tamarack.  Understory includes many ericaceous shrubs; few cotton grass.  Continuous sphagnum carpet.,30cm,5cm,
CARL-2004907-126,,,Raised bog,Open bog,"Sparse black spruce and tamarack.  Understory includes many ericaceous shrubs (bog rosemary*); few sedges, cotton grass, and bog forbs.  Continuous sphagnum carpet.",30cm,At surface,
CARL-2004907-127,,,Edge of raised bog,Forested bog,Stunted black spruce with 35% cover.  Understory includes some ericaceous shrubs (leatherleaf*); some cotton grass. Continuous sphagnum carpet.,45cm,5cm,
CARL-2004907-128,,,Edge of raised bog,Open bog,Cover includes many ericaceous shrubs (leatherleaf*); few cotton grass.  Continuous sphagnum carpet.,25cm,15cm,
CARL-2004907-258,,,Crested raised bog,Open bog,Sparse black spruce.  Understory includes some ericaceous shrubs (leatherleaf*); some cotton grass.  Continuous sphagnum carpet.,25cm,Not visible,
CARL-2004910-233,,,,Open bog,Sparse tamarack.  Understory dominated by ericaceous shrubs; few cotton grass and sedges.  Continuous sphagnum carpet.,40cm,10cm,
CARL-2004911-672,,,,Sedge-rich shrub fen,"Cover dominated by narrow-leaved sedges; many shrubs (bog birch*, willow, speckled alder, dogwood); some grasses and broad-leaved sedges; few forbs.  Few sphagnum mosses.",20cm,Standing water,
CARL-2004913-663,,Boulders on surface,,Cedar swamp,Northern white cedar forest with 60% cover; sparse paper birch. Understory includes some grasses and forbs; few shrubs (willow). Some sphagnum mosses and feathermosses.,40cm,At surface,
CARL-2004913-664,,,,,"Black spruce forest with 70% cover.  Understory includes some sedges; few forbs and shrubs (speckled alder, willow). Discontinuous sphagnum carpet; some feathermosses.",40cm,Below surface,
CARL-2004916-232,,,,Sphagnum-rich shrub fen,"Sparse tamarack.  Understory includes many shrubs (bog birch*, willow); some ericaceous shrubs (leatherleaf*) and sedges; few forbs.  Continuous sphagnum carpet.",30cm,At surface,
CARL-2004918-161,Black Lake,,Raised bog,Bog,"Sparse black spruce, tamarack, and red pine.  Understory dominated by ericaceous shrubs (Labrador tea*); some cotton grass.  Continuous sphagnum carpet.",40cm,Just below surface,
CARL-2004918-162,Black Lake,,,Disturbed bog (ditch 30m S),Scattered tamarack; sparse black spruce and paper birch.  Understory includes many ericaceous shrubs (Labrador tea*); few other shrubs (bog birch) and forbs.  Continuous sphagnum carpet.,40cm,5cm,
CARL-2004918-295,Black Lake,,Raised bog,Bog,"Scattered black spruce, tamarack and white pine; sparse paper birch.  Understory dominated by ericaceous shrubs (leatherleaf*); few other shrubs (bog birch) and sedges.  Continuous sphagnum carpet.",30cm,Not visible,
CARL-2004918-A1100-80,Black Lake,Black Lake Peatland Detailed Survey,,,,,,1326.5  ft
CARL-2004918-A500-80,Black Lake,Black Lake Peatland Detailed Survey,Raised bog,Bog,Scattered black spruce; sparse tamarack and white pine. Understory includes many ericaceous shrubs (leatherleaf*); few cotton grass.  Continuous sphagnum carpet.,30cm,5cm,1328.6  ft
CARL-2004918-A900-80,Black Lake,Black Lake Peatland Detailed Survey,Raised bog,Open bog,Sparse black spruce.  Understory includes many ericaceous shrubs (leatherleaf*); few bog forbs and cotton grass. Continuous sphagnum carpet.,30cm,At surface,1326.2  ft
CARL-2004918-C0+100,Black Lake,Black Lake Peatland Detailed Survey (NE area),Raised bog,Open bog,Sparse black spruce and tamarack.,40cm,Below surface,
CARL-2004918-C100+100,Black Lake,Black Lake Peatland Detailed Survey (NE area),Raised bog,Forested bog,Stunted black spruce forest with 75% cover; sparse tamarack.,45cm,Below surface,
CARL-2004918-C200+100,Black Lake,Black Lake Peatland Detailed Survey (NE area),Raised bog,Forested bog,"Stunted black spruce with 40% cover; sparse tamarack, white pine, and red pine.",80cm,Below surface,
CARL-2004918-C300+100,Black Lake,Black Lake Peatland Detailed Survey (NE area),Raised bog,Forested bog,Stunted black spruce with 30% cover; sparse tamarack.,40cm,Below surface,
CARL-2004918-C400+100,Black Lake,Black Lake Peatland Detailed Survey (NE area),Raised bog,Disturbed bog (near ditch),Stunted black spruce with 15% cover; sparse tamarack and white pine.,50cm,Below surface,
CARL-2004918-C500+100,Black Lake,Black Lake Peatland Detailed Survey (NE area),Raised bog,Disturbed bog (near ditch),Black spruce with 10% cover; sparse tamarack and white pine.,30cm,Below surface,
CARL-2004918-C600+100,Black Lake,Black Lake Peatland Detailed Survey (NE area),Raised bog,Bog,"Black spruce with 10% cover; sparse tamarack, white pine, and birch.",40cm,Below surface,
CARL-2004918-D+100+100,Black Lake,Black Lake Peatland Detailed Survey,,Forested bog,"Black spruce, tamarack, and white pine with 10% cover each.",,,
CARL-2004918-D+100+200,Black Lake,Black Lake Peatland Detailed Survey,,Bog,"Black spruce, tamarack, and white pine with 25% cover.",,,1323.85 ft
CARL-2004918-D+100+300,Black Lake,Black Lake Peatland Detailed Survey,,Transition,Tamarack with 40% cover; black spruce with 30% cover.,,,
CARL-2004918-D+100+400,Black Lake,Black Lake Peatland Detailed Survey,,Forested bog,Black spruce and tamarack with 20% cover each; sparse white pine.,60cm,Not visible,1323.03 ft
CARL-2004918-D+150+200,Black Lake,Black Lake Peatland Detailed Survey,,Bog,,70cm,Not visible,
CARL-2004918-D+200+100,Black Lake,Black Lake Peatland Detailed Survey,,Bog,Black spruce with 10% cover; sparse tamarack and white pine.,,,
CARL-2004918-D+200+200,Black Lake,Black Lake Peatland Detailed Survey,,Open bog,"Sparse black spruce, tamarack, and white pine.",,,1323.80 ft
CARL-2004918-D+200+300,Black Lake,Black Lake Peatland Detailed Survey,,Forested bog,Black spruce and tamarack with 20% cover each; sparse white pine and red pine.,,,
CARL-2004918-D+200+400,Black Lake,Black Lake Peatland Detailed Survey,,Forested bog,Black spruce and tamarack with 35% cover; sparse white pine.,,,1322.68 ft
CARL-2004918-D+300+100,Black Lake,Black Lake Peatland Detailed Survey,,Open bog,"Sparse black spruce, tamarack, and white pine.",,,
CARL-2004918-D+300+200,Black Lake,Black Lake Peatland Detailed Survey,,Open bog,Black spruce and tamarack with 5% cover.,,,1323.04 ft
CARL-2004918-D+300+300,Black Lake,Black Lake Peatland Detailed Survey,,Open bog,Tamarack with 5% cover; sparse black spruce and white pine.,,,
CARL-2004918-D+300+400,Black Lake,Black Lake Peatland Detailed Survey,,Forested bog,"Black spruce, tamarack, and white pine with 30% cover.",,,1322.18 ft
CARL-2004918-D+400+100,Black Lake,Black Lake Peatland Detailed Survey,,Open bog,Sparse black spruce.,,,
CARL-2004918-D+400+200,Black Lake,Black Lake Peatland Detailed Survey,,Open bog,Sparse black spruce and tamarack.,,,1322.52 ft
CARL-2004918-D+400+300,Black Lake,Black Lake Peatland Detailed Survey,,Bog,Black spruce and tamarack with 5% cover each.,,,
CARL-2004918-D+400+400,Black Lake,Black Lake Peatland Detailed Survey,,Forested bog,"Black spruce, tamarack, and white pine with 40% cover.",,,1321.86 ft
CARL-2004918-D+450+200,Black Lake,Black Lake Peatland Detailed Survey,,Open bog,Sparse black spruce and tamarack.,,,1322.13 ft
CARL-2004918-D+450+400,Black Lake,Black Lake Peatland Detailed Survey,,Bog,Black spruce and tamarack with 10% cover.,,,1321.21 ft
CARL-2004918-D0+100,Black Lake,Black Lake Peatland Detailed Survey,,Bog,Black spruce with 20% cover; tamarack with 5% cover; sparse white pine.,,,1324.29 ft
CARL-2004918-D0+200,Black Lake,Black Lake Peatland Detailed Survey,,Forested bog,"Black spruce, tamarack, and white pine with 40% cover.",,,1323.62 ft
CARL-2004918-D0+300,Black Lake,Black Lake Peatland Detailed Survey,,,,,,1323.17 ft
CARL-2004918-D0+400,Black Lake,Black Lake Peatland Detailed Survey,,Forested bog,Black spruce with 30% cover; tamarack with 10% cover; sparse white pine.,,,1322.76 ft
CARL-2004918-D-100+100,Black Lake,Black Lake Peatland Detailed Survey,,Forested bog,Black spruce with 30% cover; sparse tamarack and white pine.,,,
CARL-2004918-D-100+200,Black Lake,Black Lake Peatland Detailed Survey,,Open bog,Sparse black spruce and tamarack.,70cm,Not visible,1325.02 ft
CARL-2004918-D-100+300,Black Lake,Black Lake Peatland Detailed Survey,,Open bog,"Sparse black spruce, tamarack, and white pine.",,,
CARL-2004918-D-100+400,Black Lake,Black Lake Peatland Detailed Survey,,Disturbed (near ditch),Tamarack with 50% cover; sparse black spruce.,,,1323.33 ft
CARL-2004918-D-200+100,Black Lake,Black Lake Peatland Detailed Survey,,Forested bog,Black spruce with 30% cover; sparse tamarack and white pine.,,,
CARL-2004918-D-200+200,Black Lake,Black Lake Peatland Detailed Survey,,Bog,Black spruce with 15% cover; sparse tamarack and white pine.,,,1325.09 ft
CARL-2004918-D-200+300,Black Lake,Black Lake Peatland Detailed Survey,,Bog,Black spruce with 15% cover; sparse tamarack and white pine.,,,
CARL-2004918-D-200+400,Black Lake,Black Lake Peatland Detailed Survey,,Bog,Tamarack with 10% cover; sparse black spruce.,,,1323.75 ft
CARL-2004918-D-300+100,Black Lake,Black Lake Peatland Detailed Survey,,Forested bog,Black spruce with 50% cover; sparse tamarack.,,,
CARL-2004918-D-300+200,Black Lake,Black Lake Peatland Detailed Survey,,Open bog,Black spruce with 5% cover; sparse tamarack.,70cm,Not visible,1325.21 ft
CARL-2004918-D-300+300,Black Lake,Black Lake Peatland Detailed Survey,,Open bog,"Sparse black spruce, tamarack, and white pine.",,,
CARL-2004918-D-300+400,Black Lake,Black Lake Peatland Detailed Survey,,Open bog,"Sparse black spruce, tamarack, and white pine.",,,1323.52 ft
CARL-2004918-D-350+200,Black Lake,Black Lake Peatland Detailed Survey,,Open bog,Sparse black spruce and white pine.,,,
CARL-2004918-D-400+100,Black Lake,Black Lake Peatland Detailed Survey,,Open bog,Sparse black spruce and tamarack.,,,
CARL-2004918-D-400+200,Black Lake,Black Lake Peatland Detailed Survey,,Open bog,Sparse black spruce.,,,1324.76 ft
CARL-2004918-D-400+300,Black Lake,Black Lake Peatland Detailed Survey,,Open bog,"Sparse black spruce, tamarack, and paper birch.",,,
CARL-2004918-D-450+100,Black Lake,Black Lake Peatland Detailed Survey,,Open bog,Sparse black spruce.,,,
CARL-2004918-D-450+200,Black Lake,Black Lake Peatland Detailed Survey,,Open bog,Sparse black spruce.,,,1324.69 ft
CARL-2004918-D-450+300,Black Lake,Black Lake Peatland Detailed Survey,,Open bog,"Sparse black spruce, tamarack, and paper birch.",,,
CARL-2004919-282,Black Lake,,Crested raised bog,Open bog,Cover includes many ericaceous shrubs; some cotton grass. Continuous sphagnum carpet.,35cm,30cm,
CARL-2004919-283,Black Lake,,Raised bog,Open bog,Sparse black spruce and tamarack.  Understory includes many ericaceous shrubs (cranberry*) and cotton grass.  Continuous sphagnum carpet.,40cm,,
CARL-2004919-294,Black Lake,,Crested raised bog,Bog,Scattered black spruce; sparse tamarack and jack pine.  Understory dominated by ericaceous shrubs (leatherleaf*); few sedges and cotton grass.  Continuous sphagnum carpet.,30cm,Not visible,
CARL-2004919-296,Black Lake,,Crested raised bog,Forested bog,Stunted black spruce with 35% cover; sparse tamarack.  Understory dominated by ericaceous shrubs (leatherleaf*); few sedges and cotton grass.  Continuous sphagnum carpet.,30cm,Not visible,
CARL-2004919-297,Black Lake,,Crested raised bog,Forested bog,Stunted black spruce with 60% cover; sparse tamarack and white pine.  Understory dominated by ericaceous shrubs (leatherleaf*); few sedges.  Continuous sphagnum carpet.,30cm,Not visible,
CARL-2004919-301,Black Lake,,Crested raised bog,Forested bog,"Stunted black spruce with 85% cover; sparse tamarack.  Understory dominated by ericaceous shrubs (leatherleaf*, lingenberry); few cotton grass.  Continuous sphagnum carpet.",40cm,Not visible,
CARL-2004919-302,Black Lake,,Crested raised bog,Forested bog,Scattered black spruce; sparse tamarack and norway pine.  Understory includes many ericaceous shrubs (leatherleaf*); few cotton grass. Continuous sphagnum carpet.,30cm,Not visible,
CARL-2004919-303,Black Lake,,Crested raised bog,Forested bog,Stunted black spruce with 60% cover.  Understory includes many ericaceous shrubs (Labrador tea*); few cotton grass.  Continuous sphagnum carpet.,30cm,Not visible,
CARL-2004919-304,Black Lake,,Raised bog,Open bog,Sparse black spruce.  Understory dominated by ericaceous shrubs (leatherleaf*); some cotton grass.  Continuous sphagnum carpet.,20cm,Not visible,
CARL-2004919-A1100+-0,Black Lake,Black Lake Peatland Detailed Survey,,,,,,1325.7  ft
CARL-2004919-A1100+10,Black Lake,Black Lake Peatland Detailed Survey,,,,,,1324.9  ft
CARL-2004919-A1100-20,Black Lake,Black Lake Peatland Detailed Survey,Crested raised bog,Forested bog,,,,1326.6  ft
CARL-2004919-A1100-40,Black Lake,Black Lake Peatland Detailed Survey,Crested raised bog,Forested bog,,,,1327.4  ft
CARL-2004919-A1100-60,Black Lake,Black Lake Peatland Detailed Survey,,,,,,1327.1  ft
CARL-2004919-A500+-0,Black Lake,Black Lake Peatland Detailed Survey,Crested raised bog,Forested bog,Black spruce with 40% cover; sparse tamarack.  Understory includes some ericaceous shrubs (leatherleaf*) and cotton grass.  Continuous sphagnum carpet; few feathermosses.,40cm,At surface,1327.9  ft
CARL-2004919-A500+10,Black Lake,Black Lake Peatland Detailed Survey,,,,,,1327.4  ft
CARL-2004919-A500-20,Black Lake,Black Lake Peatland Detailed Survey,Crested raised bog,Forested bog,Stunted black spruce with 40% cover; sparse tamarack.  Understory includes many ericaceous shrubs; some cotton grass.  Continuous sphagnum carpet; few feathermosses.,40cm,At surface,1328.9  ft
CARL-2004919-A500-40,Black Lake,Black Lake Peatland Detailed Survey,Crested raised bog,Forested bog,Stunted black spruce with 30% cover; sparse tamarack. Understory includes many ericaceous shrubs (leatherleaf*); some cotton grass.  Continuous sphagnum carpet; few feathermosses.,50cm,At surface,1329.2  ft
CARL-2004919-A500-60,Black Lake,Black Lake Peatland Detailed Survey,Crested raised bog,Forested bog,Stunted black spruce with 40% cover; sparse tamarack.  Understory includes some ericaceous shrubs (Labrador tea*) and cotton grass; few bog forbs.  Continuous sphagnum carpet; few feathermosses.,40cm,At surface,1328.3  ft
CARL-2004919-A700+-0,Black Lake,Black Lake Peatland Detailed Survey,Raised bog,Open bog,Sparse black spruce.  Understory includes many ericaceous shrubs; some cotton grass; few sedges (Carex oligosperma). Continuous sphagnum carpet.,30cm,At surface,1327.1  ft
CARL-2004919-A700+10,Black Lake,Black Lake Peatland Detailed Survey,,,,,,1327.2  ft
CARL-2004919-A700-20,Black Lake,Black Lake Peatland Detailed Survey,Crested raised bog,Forested bog,Stunted black spruce with 40% cover; sparse tamarack.  Understory includes many ericaceous shrubs (leatherleaf*); few cotton grass. Continuous sphagnum carpet; few feathermosses.,40cm,At surface,1328.3  ft
CARL-2004919-A700-40,Black Lake,Black Lake Peatland Detailed Survey,Crested raised bog,Forested bog,,50cm,At surface,1328.5  ft
CARL-2004919-A700-50,Black Lake,Black Lake Peatland Detailed Survey,Crested raised bog,Forested bog,,50cm,At surface,
CARL-2004919-A700-55,Black Lake,Black Lake Peatland Detailed Survey,Raised bog,Open bog,,,,1327.8  ft
CARL-2004919-A900+-0,Black Lake,Black Lake Peatland Detailed Survey,Raised bog,Bog,Scattered black spruce; sparse tamarack.  Understory includes many ericaceous shrubs (leatherleaf*); some cotton grass; few bog forbs and sedges.  Continuous sphagnum carpet.,30cm,5cm,1326.7  ft
CARL-2004919-A900+10,Black Lake,Black Lake Peatland Detailed Survey,,,,,,1325.8  ft
CARL-2004919-A900-20,Black Lake,Black Lake Peatland Detailed Survey,Crested raised bog,Bog,Scattered black spruce; sparse tamarack.  Understory includes many ericaceous shrubs (leatherleaf*); some cotton grass; few sedges.  Continuous sphagnum carpet.,30cm,5cm,1327.6  ft
